Type,Spatial_Frequency,filepath,file_name,robotic_trials.thisRepN,robotic_trials.thisTrialN,robotic_trials.thisN,robotic_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Robotic__Stimuli.started,roi.started,Robotic__Stimuli.stopped,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,M_H_likeness_slider.response,M_H_likeness_slider.rt,ISI_2.started,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c17.jpeg,matched-c17.jpeg,0,9,9,50,,,,,,,68.12868729996262,68.12868729996262,,,1,[0.016240399971138686],[1.0133967999718152],14.72222222222222,0.6330966999521479,1.260003773495555e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c72.jpeg,matched-32-cpi-low-c72.jpeg,0,10,10,40,,,,,,,71.8090102999704,71.8090102999704,72.80889589997241,72.80889589997241,1,[0.00042940001003444195],[0.9963483000174165],51.01851851851852,0.7690482999896631,1.3399985618889332e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c67.jpeg,matched-c67.jpeg,0,11,11,7,,,,,,,75.59209469996858,75.59209469996858,76.59215819998644,76.59215819998644,1,[0.013713199994526803],[1.0135951999691315],42.03703703703704,0.7163014999823645,1.3300043065100908e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c42.jpeg,matched-8-cpi-low-c42.jpeg,0,12,12,74,,,,,,,79.14207089995034,79.14207089995034,,,3,"[0.0005681000184267759, 0.6460557000245899, 0.8127405000268482]","[0.579298300028313, 0.7276725000119768, 0.9944682000204921]",12.87037037037037,0.6863673999905586,1.3100041542202234e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c17.jpeg,matched-32-cpi-low-c17.jpeg,0,13,13,80,,,,,,,82.72529919998487,82.72529919998487,83.72519479994662,83.72519479994662,1,[0.013912900001741946],[1.0138778999680653],11.2962962962963,0.8330253000021912,1.3299984857439995e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c79.jpeg,matched-32-cpi-low-c79.jpeg,0,14,14,44,,,,,,,86.5752520999522,86.5752520999522,,,2,"[0.0004083000239916146, 0.5963737000129186]","[0.07962289999704808, 0.9798746000160463]",84.9074074074074,0.5334987000096589,1.2699980288743973e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c12.jpeg,matched-c12.jpeg,0,15,15,47,,,,,,,90.2751248999848,90.2751248999848,,,1,[0.0004543000250123441],[0.9954080000170507],7.12962962962963,0.5151161000248976,1.279998105019331e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c41.jpeg,matched-32-cpi-low-c41.jpeg,0,16,16,88,,,,,,,93.65840299997944,93.65840299997944,94.65619429998333,94.65619429998333,3,"[0.013069799984805286, 0.49614659999497235, 0.6627853999962099]","[0.4627972000162117, 0.5962188999983482, 1.0130395999876782]",7.685185185185183,0.7358094999799505,1.580000389367342e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c76.jpeg,matched-8-cpi-low-c76.jpeg,0,17,17,27,,,,,,,97.27496109995991,97.27496109995991,98.2748208999983,98.2748208999983,1,[0.00039549998473376036],[0.9967720999848098],4.166666666666669,0.9472323000081815,1.2399978004395962e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c71.jpeg,matched-8-cpi-low-c71.jpeg,0,18,18,24,,,,,,,101.2082549999468,101.2082549999468,102.20616849994985,102.20616849994985,1,[0.00039000000106170774],[0.9971983999712393],17.87037037037037,0.6322030000155792,1.3299984857439995e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c14.jpeg,matched-8-cpi-low-c14.jpeg,0,19,19,63,,,,,,,104.67478789994493,104.67478789994493,105.67472959996667,105.67472959996667,1,[0.00035550002939999104],[0.9966036000405438],19.62962962962963,0.552433300006669,1.3199984095990658e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c77.jpeg,matched-8-cpi-low-c77.jpeg,0,20,20,28,,,,,,,108.07783329999074,108.07783329999074,,,1,[0.0003557000309228897],[0.9919390000286512],64.25925925925927,2.5816723000025377,1.260003773495555e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c42.jpeg,matched-32-cpi-low-c42.jpeg,0,21,21,89,,,,,,,113.50795409997227,113.50795409997227,114.50789719994646,114.50789719994646,2,"[0.013205699971877038, 0.1799929999979213]","[0.11461799999233335, 1.0131076999823563]",7.685185185185183,1.5328128999681212,1.3000040780752897e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c48.jpeg,matched-32-cpi-low-c48.jpeg,0,22,22,30,,,,,,,117.91129289998207,117.91129289998207,118.9244570999872,118.9244570999872,2,"[0.0004084000247530639, 0.5598041000193916]","[0.5098996000015177, 1.0083556000026874]",10.27777777777778,0.5842001000419259,1.2700038496404886e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c11.jpeg,matched-c11.jpeg,0,23,23,46,,,,,,,121.54111849999754,121.54111849999754,122.53891789994668,122.53891789994668,1,[0.00035389995900914073],[0.9967559999786317],8.703703703703702,0.7662438999977894,1.5099998563528061e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c37.jpeg,matched-8-cpi-low-c37.jpeg,0,24,24,71,,,,,,,125.14403099997435,125.14403099997435,126.15554479998536,126.15554479998536,1,[0.000665100000333041],[1.0087557999650016],4.074074074074074,0.5675643000286072,1.309998333454132e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c36.jpeg,matched-c36.jpeg,0,25,25,55,,,,,,,128.5742225999711,128.5742225999711,129.5740342999925,129.5740342999925,1,[0.00048230000538751483],[0.9968386000255123],6.388888888888888,0.5854411000036635,1.71000137925148e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c72.jpeg,matched-8-cpi-low-c72.jpeg,0,26,26,25,,,,,,,131.99081969994586,131.99081969994586,133.00747809995664,133.00747809995664,1,[0.000506900018081069],[1.011322400008794],44.62962962962963,0.7354559000232257,1.5700003132224083e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c14.jpeg,matched-c14.jpeg,0,27,27,48,,,,,,,135.52209849999053,135.52209849999053,136.52195149997715,136.52195149997715,2,"[0.00041450001299381256, 0.6633359999977984]","[0.5964463999844156, 0.9967419999884441]",0.7407407407407418,0.5639267000369728,1.3999990187585354e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c64.jpeg,matched-c64.jpeg,0,28,28,4,,,,,,,139.47408979997272,139.47408979997272,140.4740499999607,140.4740499999607,1,[0.0132115000160411],[1.0129835000261664],55.925925925925924,1.1494415000197478,1.379998866468668e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c69.jpeg,matched-c69.jpeg,0,29,29,8,,,,,,,143.47397349996027,143.47397349996027,144.47182849998353,144.47182849998353,1,[0.0004211000050418079],[0.9967819000012241],50.0,0.6024396000429988,1.3899989426136017e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c63.jpeg,matched-32-cpi-low-c63.jpeg,0,30,30,33,,,,,,,147.01025689998642,147.01025689998642,148.02372820000164,148.02372820000164,1,[0.00037160003557801247],[1.0099696000106633],54.35185185185185,0.7998790999990888,1.2899981811642647e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c66.jpeg,matched-32-cpi-low-c66.jpeg,0,31,31,36,,,,,,,150.62370899994858,150.62370899994858,151.6215658999863,151.6215658999863,1,[0.00046030001249164343],[0.996289299975615],55.00000000000001,0.5160354999825358,1.2399978004395962e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c11.jpeg,matched-32-cpi-low-c11.jpeg,0,32,32,76,,,,,,,153.9069262999692,153.9069262999692,,,1,[0.01337139995303005],[1.0115175999817438],17.5,0.9199923999840394,1.2599979527294636e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c64.jpeg,matched-32-cpi-low-c64.jpeg,0,33,33,34,,,,,,,157.6902124999906,157.6902124999906,158.6880378999631,158.6880378999631,1,[0.013462000002618879],[1.0133540999959223],48.42592592592593,0.5471181999891996,1.2699980288743973e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c16.jpeg,matched-32-cpi-low-c16.jpeg,0,34,34,79,,,,,,,161.2734444999951,161.2734444999951,162.2714742999524,162.2714742999524,1,[0.0004152000183239579],[0.9978487000335008],17.037037037037038,1.0656296000233851,1.3999990187585354e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c38.jpeg,matched-8-cpi-low-c38.jpeg,0,35,35,72,,,,,,,165.17650689999573,165.17650689999573,166.18821319995914,166.18821319995914,1,[0.00036260002525523305],[1.010330300021451],9.907407407407408,1.2862681999686174,1.2899981811642647e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c71.jpeg,matched-32-cpi-low-c71.jpeg,0,36,36,39,,,,,,,169.2733269999735,169.2733269999735,170.27325059997384,170.27325059997384,3,"[0.00048099999548867345, 0.4489239000249654, 0.6960305999964476]","[0.3956412000115961, 0.4654065000358969, 0.9958495000028051]",57.49999999999999,1.0167637999984436,1.4399993233382702e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c27.jpeg,matched-c27.jpeg,0,37,37,52,,,,,,,173.1065584999742,173.1065584999742,,,1,[0.00040630000876262784],[0.9944569000508636],5.648148148148147,0.49811799998860806,1.3399985618889332e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c74.jpeg,matched-8-cpi-low-c74.jpeg,0,38,38,26,,,,,,,176.57124919997295,176.57124919997295,177.57112679997226,177.57112679997226,1,[0.013264300010632724],[1.0131816000211984],91.57407407407408,0.8136657000286505,1.3699987903237343e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c69.jpeg,matched-8-cpi-low-c69.jpeg,0,39,39,23,,,,,,,180.1760329999961,180.1760329999961,181.1875858999556,181.1875858999556,1,[0.00042339996434748173],[1.010475699964445],51.01851851851852,0.4821914000203833,1.4000048395246267e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c27.jpeg,matched-8-cpi-low-c27.jpeg,0,40,40,67,,,,,,,183.6731778999674,183.6731778999674,184.6707701999694,184.6707701999694,1,[0.00032490002922713757],[0.9969997000298463],9.259259259259261,0.5312828000169247,1.550000160932541e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c35.jpeg,matched-8-cpi-low-c35.jpeg,0,41,41,69,,,,,,,187.02284079999663,187.02284079999663,,,1,[0.00037480000173673034],[0.9956992000225],4.53703703703704,0.7817251000087708,1.2399978004395962e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c16.jpeg,matched-8-cpi-low-c16.jpeg,0,42,42,64,,,,,,,190.6227244999609,190.6227244999609,191.62281979998806,191.62281979998806,1,[0.00043709995225071907],[0.9891943999682553],6.111111111111112,0.6162731999647804,1.3599987141788006e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c61.jpeg,matched-c61.jpeg,0,43,43,2,,,,,,,194.45599249994848,194.45599249994848,,,3,"[0.0003980000037699938, 0.6132478000363335, 0.7465139999985695]","[0.5464207000331953, 0.6464318000362255, 0.9948155000456609]",17.962962962962965,1.2004710000474006,1.4299992471933365e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c33.jpeg,matched-c33.jpeg,0,44,44,53,,,,,,,198.50898569996934,198.50898569996934,199.5208056999836,199.5208056999836,2,"[0.0004559000371955335, 0.7768063999828883]","[0.7433315000380389, 1.0102027000393718]",7.592592592592595,0.6492769999895245,1.4000048395246267e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c41.jpeg,matched-8-cpi-low-c41.jpeg,0,45,45,73,,,,,,,203.02557179995347,203.02557179995347,,,1,[0.00044570001773536205],[0.9807142000063322],2.962962962962962,0.6332863999996334,1.4699995517730713e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c33.jpeg,matched-32-cpi-low-c33.jpeg,0,46,46,83,,,,,,,206.5558342000004,206.5558342000004,207.55583199998364,207.55583199998364,1,[0.0004034999874420464],[0.9985267999581993],7.4074074074074066,0.5829607999767177,1.290004001930356e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c77.jpeg,matched-c77.jpeg,0,47,47,13,,,,,,,209.93898889998673,209.93898889998673,210.93902419996448,210.93902419996448,1,[0.0004085999680683017],[0.996709099970758],52.129629629629626,0.61900320003042,1.7899961676448584e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c38.jpeg,matched-32-cpi-low-c38.jpeg,0,48,48,87,,,,,,,213.75869829999283,213.75869829999283,,,2,"[0.0004599999519996345, 0.8096181000000797]","[0.576235499989707, 0.9916844999534078]",6.574074074074076,0.548744399973657,1.4899997040629387e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c61.jpeg,matched-32-cpi-low-c61.jpeg,0,49,49,32,,,,,,,217.22217979998095,217.22217979998095,218.22223179996945,218.22223179996945,1,[0.0003966999938711524],[0.9961280000279658],6.574074074074076,0.6661454999702983,1.2499978765845299e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c11.jpeg,matched-8-cpi-low-c11.jpeg,0,50,50,61,,,,,,,220.7220569999772,220.7220569999772,,,1,[0.00047069997526705265],[0.9946020999923348],4.722222222222222,0.4668348000268452,1.309998333454132e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c74.jpeg,matched-32-cpi-low-c74.jpeg,0,51,51,41,,,,,,,224.00841229996877,224.00841229996877,,,1,[0.03306799998972565],[1.0134750999859534],54.44444444444444,0.681447200011462,1.3699987903237343e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c10.jpeg,matched-8-cpi-low-c10.jpeg,0,52,52,60,,,,,,,227.7198360999464,227.7198360999464,228.72205039998516,228.72205039998516,1,[0.00046469998778775334],[0.995682000007946],6.111111111111112,0.6846292000263929,1.2499978765845299e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c36.jpeg,matched-32-cpi-low-c36.jpeg,0,53,53,85,,,,,,,231.22183559997939,231.22183559997939,232.22184519999428,232.22184519999428,1,[0.013051900023128837],[1.0132295999792404],4.4444444444444455,0.6138682999880984,1.3000040780752897e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c10.jpeg,matched-c10.jpeg,0,54,54,45,,,,,,,234.671839299961,234.671839299961,,,2,"[0.011721799965016544, 0.7294597000000067]","[0.3988942999858409, 1.0109830999863334]",4.4444444444444455,0.7004849999793805,1.190003240481019e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c35.jpeg,matched-32-cpi-low-c35.jpeg,0,55,55,84,,,,,,,238.23858849995304,238.23858849995304,,,2,"[0.00039489998016506433, 0.6636213000165299]","[0.613720600027591, 0.9951547000091523]",6.851851851851853,0.5162310000159778,1.3699987903237343e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c74.jpeg,matched-c74.jpeg,0,56,56,11,,,,,,,241.58830269996542,241.58830269996542,242.58651459997054,242.58651459997054,1,[0.06345099996542558],[0.9967773999669589],54.629629629629626,0.7691311999806203,1.3199984095990658e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c58.jpeg,matched-c58.jpeg,0,57,57,1,,,,,,,245.2411996999872,245.2411996999872,,,1,[0.0003907000063918531],[0.9937514999764971],23.425925925925927,1.319549600011669,1.3299984857439995e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c12.jpeg,matched-8-cpi-low-c12.jpeg,0,58,58,62,,,,,,,249.40475989994593,249.40475989994593,,,1,[0.014132699987385422],[1.0127913000178523],8.333333333333332,0.7499587000347674,1.4100049156695604e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c43.jpeg,Matched-c43.jpeg,0,59,59,51,,,,,,,252.95262369996635,252.95262369996635,253.95266239997,253.95266239997,3,"[0.00041529996087774634, 0.4966248999699019, 0.7947603999637067]","[0.23024900001473725, 0.5966570000164211, 0.9964451999985613]",4.351851851851851,0.4815103000146337,1.2299977242946625e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c35.jpeg,matched-c35.jpeg,0,60,60,54,,,,,,,256.2214843999827,256.2214843999827,257.219047999999,257.219047999999,1,[0.00032220000866800547],[0.99710740003502],4.907407407407405,0.36587870004586875,1.3699987903237343e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c69.jpeg,matched-32-cpi-low-c69.jpeg,0,61,61,38,,,,,,,259.3883463999955,259.3883463999955,260.3858548999997,260.3858548999997,2,"[0.0971317000221461, 0.26302379998378456]","[0.22950880002463236, 0.99701809999533]",52.77777777777778,0.7351576000219211,1.3100041542202234e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c79.jpeg,matched-8-cpi-low-c79.jpeg,0,62,62,29,,,,,,,263.121090599976,263.121090599976,264.11891119997017,264.11891119997017,1,[0.013539200008381158],[1.0136275000404567],71.48148148148148,0.34946550003951415,1.4199991710484028e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c76.jpeg,matched-32-cpi-low-c76.jpeg,0,63,63,42,,,,,,,266.22400609997567,266.22400609997567,267.2374329000013,267.2374329000013,1,[0.0004789999802596867],[1.0084057999774814],57.03703703703704,0.8341905000270344,1.750001683831215e-05,,,TEP,001,2023-05-06_17h38.31.067,trial uncanny,2022.2.5,59.9654119453125,
