Type,Spatial_Frequency,filepath,file_name,robotic_trials.thisRepN,robotic_trials.thisTrialN,robotic_trials.thisN,robotic_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Robotic__Stimuli.started,roi.started,Robotic__Stimuli.stopped,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,M_H_likeness_slider.response,M_H_likeness_slider.rt,ISI_2.started,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c66.jpeg,matched-32-cpi-low-c66.jpeg,0,54,54,36,,,,,,,241.12779419998697,241.12779419998697,242.1421311999875,242.1421311999875,1,[0.00045700000191573054],[1.0107489000074565],70.55555555555554,1.8851608999975724,1.200000406242907e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c48.jpeg,matched-c48.jpeg,0,55,55,0,,,,,,,245.84426119999262,245.84426119999262,,,1,[0.013314199997694232],[0.8609979999891948],1.2037037037037013,0.16681180000887252,1.580000389367342e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c79.jpeg,matched-8-cpi-low-c79.jpeg,0,56,56,29,,,,,,,248.9108559999877,248.9108559999877,249.9254426999978,249.9254426999978,2,"[0.00038240000139921904, 0.5463656000065384]","[0.4296420000027865, 1.0111968999990495]",51.75925925925926,1.0991454000031808,1.2400007108226418e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c77.jpeg,matched-32-cpi-low-c77.jpeg,0,57,57,43,,,,,,,253.0942561999982,253.0942561999982,,,1,[0.013153599997167476],[1.0092822999868076],63.05555555555556,0.34897069999715313,1.4399993233382702e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c42.jpeg,matched-8-cpi-low-c42.jpeg,0,58,58,74,,,,,,,256.21078029999626,256.21078029999626,257.20692959999724,257.20692959999724,2,"[0.0003904000041075051, 0.930186199999298]","[0.896678899996914, 0.9966660999925807]",20.370370370370374,1.030629000000772,1.2400007108226418e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c43.jpeg,matched-32-cpi-low-c43.jpeg,0,59,59,81,,,,,,,260.1106890999945,260.1106890999945,261.12348869998823,261.12348869998823,1,[0.00040609999268781394],[1.0094116999971448],18.796296296296294,0.4677716000005603,1.6599995433352888e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c64.jpeg,matched-32-cpi-low-c64.jpeg,0,60,60,34,,,,,,,263.4273671999981,263.4273671999981,264.4401083999983,264.4401083999983,1,[0.000374399998690933],[1.0105442000058247],11.2962962962963,0.3500058000063291,1.239999255631119e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c35.jpeg,matched-c35.jpeg,0,61,61,54,,,,,,,266.64387239998905,266.64387239998905,267.64142909999646,267.64142909999646,4,"[0.0004175000067334622, 0.44679570000153035, 0.8468452999950387, 0.9634629999927711]","[0.4133300999965286, 0.8135730000067269, 0.9301603000058094, 0.99665339999774]",14.074074074074073,0.5964042999985395,1.6599995433352888e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c11.jpeg,matched-8-cpi-low-c11.jpeg,0,62,62,61,,,,,,,270.32703369999945,270.32703369999945,271.3415326999966,271.3415326999966,1,[0.00038559999666176736],[1.0105596000066726],19.722222222222225,0.43393250000372063,1.170000177808106e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c66.jpeg,matched-c66.jpeg,0,63,63,6,,,,,,,273.5771195999987,273.5771195999987,274.5913162999932,274.5913162999932,1,[0.9128670000063721],[1.01123999999254],7.12962962962963,0.5514390000025742,1.2999997125007212e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c71.jpeg,matched-32-cpi-low-c71.jpeg,0,64,64,39,,,,,,,277.22694429999683,277.22694429999683,278.22650189998967,278.22650189998967,2,"[0.3456768999894848, 0.4790055999910692]","[0.39567779999924824, 0.9954977000015788]",61.38888888888889,0.6977583000116283,1.2599994079209864e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c67.jpeg,matched-32-cpi-low-c67.jpeg,0,65,65,37,,,,,,,281.07697499998903,281.07697499998903,282.0912900999974,282.0912900999974,0,,,54.53703703703704,1.2470241999981226,1.2699994840659201e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c12.jpeg,matched-8-cpi-low-c12.jpeg,0,66,66,62,,,,,,,285.2268866999948,285.2268866999948,286.2267828999902,286.2267828999902,2,"[0.44724069999938365, 0.9299978999915766]","[0.46347740000055637, 0.9468539999943459]",4.722222222222222,0.2306440999964252,1.2799995602108538e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c71.jpeg,matched-8-cpi-low-c71.jpeg,0,67,67,24,,,,,,,288.54344649999985,288.54344649999985,289.55619509999815,289.55619509999815,1,[0.0004270000063115731],[1.011442500006524],76.20370370370371,0.3327394999942044,1.6699996194802225e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c38.jpeg,matched-c38.jpeg,0,68,68,57,,,,,,,292.00992399999814,292.00992399999814,293.02424419998715,293.02424419998715,1,[0.3294767000043066],[0.41259430001082364],66.01851851851852,0.4661825999937719,1.4499993994832039e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c77.jpeg,matched-8-cpi-low-c77.jpeg,0,69,69,28,,,,,,,295.42658039998787,295.42658039998787,296.426410199987,296.426410199987,1,[0.6800764000072377],[0.9966626999957953],64.35185185185185,0.2807893999997759,1.4300007023848593e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c12.jpeg,matched-c12.jpeg,0,70,70,47,,,,,,,298.576653799988,298.576653799988,299.57689359999495,299.57689359999495,0,,,6.481481481481483,0.5307727999897907,1.3199998647905886e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c69.jpeg,matched-8-cpi-low-c69.jpeg,0,71,71,23,,,,,,,302.0097695999866,302.0097695999866,303.0246016999881,303.0246016999881,1,[0.0003601000062189996],[1.01145639999595],40.55555555555556,1.918431199999759,1.3800003216601908e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c67.jpeg,matched-8-cpi-low-c67.jpeg,0,72,72,22,,,,,,,306.7762189999921,306.7762189999921,,,1,[0.013412300002528355],[1.0107854999951087],40.18518518518518,0.5836861999996472,1.2200005585327744e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c65.jpeg,matched-32-cpi-low-c65.jpeg,0,73,73,35,,,,,,,310.19297359998745,310.19297359998745,311.2056433999969,311.2056433999969,0,,,33.51851851851852,1.2646361999941291,1.2200005585327744e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c16.jpeg,matched-c16.jpeg,0,74,74,49,,,,,,,314.75953279998794,314.75953279998794,,,1,[0.6301620000012917],[0.8611364000098547],10.925925925925927,0.43449719999625813,1.2100004823878407e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c69.jpeg,matched-c69.jpeg,0,75,75,8,,,,,,,318.37616929999785,318.37616929999785,319.3904920999921,319.3904920999921,3,"[0.00041059999784920365, 0.1633880000008503, 0.36332939998828806]","[0.029979499988257885, 0.3472410999966087, 1.0099953999888385]",32.68518518518518,0.3011011999915354,1.1800002539530396e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c38.jpeg,matched-32-cpi-low-c38.jpeg,0,76,76,87,,,,,,,321.5093722999882,321.5093722999882,322.52379289999953,322.52379289999953,1,[0.0007260999991558492],[1.00935509998817],26.01851851851852,0.7340990000084275,1.309999788645655e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c76.jpeg,matched-8-cpi-low-c76.jpeg,0,77,77,27,,,,,,,325.04251029998704,325.04251029998704,326.0570108999964,326.0570108999964,1,[0.0003620999923441559],[1.0105183999985456],53.98148148148149,1.5333612999966135,1.2500007869675756e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c36.jpeg,matched-32-cpi-low-c36.jpeg,0,78,78,85,,,,,,,329.3759121999901,329.3759121999901,330.3754107999994,330.3754107999994,1,[0.01335970000945963],[1.012992400006624],32.870370370370374,0.26427039998816326,1.5099998563528061e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c63.jpeg,matched-32-cpi-low-c63.jpeg,0,79,79,33,,,,,,,332.80912709998665,332.80912709998665,333.8235657999903,333.8235657999903,1,[0.00034580001374706626],[1.0105069000128424],27.40740740740741,0.081700800001272,1.4600009308196604e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c67.jpeg,matched-c67.jpeg,0,80,80,7,,,,,,,335.8090349999984,335.8090349999984,336.8218753999972,336.8218753999972,1,[0.0003816999960690737],[1.0117564999964088],17.5,0.7313042000023415,1.589999010320753e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c69.jpeg,matched-32-cpi-low-c69.jpeg,0,81,81,38,,,,,,,339.65904169999703,339.65904169999703,340.67348069998843,340.67348069998843,1,[0.00037799999699927866],[1.0104717999929562],22.87037037037037,0.2831776999955764,1.6299993149004877e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c33.jpeg,matched-8-cpi-low-c33.jpeg,0,82,82,68,,,,,,,343.0754881999892,343.0754881999892,344.0757780999993,344.0757780999993,1,[0.846647700003814],[0.9962056999938795],11.203703703703704,0.5791335999965668,1.200000406242907e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c12.jpeg,matched-32-cpi-low-c12.jpeg,0,83,83,77,,,,,,,346.7254511999927,346.7254511999927,347.7398331000004,347.7398331000004,3,"[0.04640570000628941, 0.4463790000008885, 0.5130511000024853]","[0.17972179999924265, 0.4962419000075897, 1.010934999998426]",8.888888888888891,1.04799649999768,1.1999989510513842e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c65.jpeg,matched-c65.jpeg,0,84,84,5,,,,,,,350.8091083999898,350.8091083999898,,,3,"[0.0003825000021606684, 0.529636200008099, 0.5800172000017483]","[0.5130823000072269, 0.5632279999990715, 0.9798608999990392]",41.94444444444444,0.7142448000086006,1.3299999409355223e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c61.jpeg,matched-32-cpi-low-c61.jpeg,0,85,85,32,,,,,,,354.4421476999996,354.4421476999996,355.4563022999937,355.4563022999937,1,[0.0006752000044798478],[1.010104400003911],41.94444444444444,0.7657971000007819,1.1900003300979733e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c66.jpeg,matched-8-cpi-low-c66.jpeg,0,86,86,21,,,,,,,358.7919746999978,358.7919746999978,359.7915888999996,359.7915888999996,1,[0.013574399999924935],[1.0135314999934053],9.907407407407408,0.5623932999878889,1.3700002455152571e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c41.jpeg,matched-c41.jpeg,0,87,87,58,,,,,,,362.4419737999997,362.4419737999997,363.4545209999924,363.4545209999924,1,[0.0004361000028438866],[0.8790280999965034],7.592592592592595,0.5993149999994785,1.3700002455152571e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c10.jpeg,matched-32-cpi-low-c10.jpeg,0,88,88,75,,,,,,,366.0250703999918,366.0250703999918,,,2,"[0.013112999993609264, 1.010816399997566]","[0.8294535000022734, 1.0108187000005273]",1.2037037037037013,0.5499808000022313,1.2200005585327744e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c76.jpeg,matched-c76.jpeg,0,89,89,12,,,,,,,369.7583677999937,369.7583677999937,370.77110109999194,370.77110109999194,1,[0.0006664999964414164],[1.01140440000745],53.24074074074075,0.38261010000132956,1.2799995602108538e-05,,,UTS,001,2023-04-16_22h35.58.597,trial uncanny,2022.2.5,60.12961539540072,
,,,,,,,,,,,,,,,,,,,,,,,,0.015620299993315712,1.0176804999937303,,,,,,,
