Type,Spatial_Frequency,filepath,file_name,human_trials.thisRepN,human_trials.thisTrialN,human_trials.thisN,human_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Human_image.started,roi.started,roi.numLooks,roi.timesOn,roi.timesOff,Likebility_slider_3.started,ratingText.started,image.started,mouse.started,Likebility_slider_3.response,Likebility_slider_3.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,ISI_2.started,Human_image.stopped,roi.stopped,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,0,19,19,26,,,,,,,133.17889609999838,133.17889609999838,0,,,134.17921449997812,134.17921449997812,135.03085189999547,0.8315962000051513,-54.074074074074076,0.8308892000059132,[0.4064814814814815],[-0.4324074074074074],[1],[0],[0],[0.6335575999983121],['image'],1.4699995517730713e-05,134.17921449997812,134.17921449997812,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,0,20,20,12,,,,,,,137.14679239998804,137.14679239998804,0,,,138.14954389998456,138.14954389998456,140.11404359998414,1.948021099990001,-65.0,1.946994600002654,[0.5435185185185185],[-0.44537037037037036],[1],[0],[0],[0.8192286000121385],['image'],1.4200020814314485e-05,138.14954389998456,138.14954389998456,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_36_Caucasian_male_neutral_frontal.jpg,matched-Rafd090_36_Caucasian_male_neutral_frontal.jpg,0,21,21,43,,,,,,,142.43290279997746,142.43290279997746,0,,,143.44724409998162,143.44724409998162,144.88289879998774,1.4481330999988131,44.074074074074076,1.4167179000214674,[0.42314814814814816],[-0.42314814814814816],[1],[0],[0],[0.6168169000011403],['image'],1.6799982404336333e-05,,,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_16_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_16_Caucasian_female_neutral_frontal.jpg,0,22,22,32,,,,,,,146.99945679999655,146.99945679999655,0,,,148.01372499999707,148.01372499999707,149.24710779997986,1.2444309999991674,55.0,1.216815099993255,[0.45092592592592595],[-0.4638888888888889],[1],[0],[0],[0.670651699998416],['image'],1.3200013199821115e-05,,,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_01_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_01_Caucasian_female_neutral_frontal.jpg,0,23,23,0,,,,,,,151.41598539997358,151.41598539997358,0,,,152.43036669999128,152.43036669999128,153.36361659999238,0.9459887999983039,-65.55555555555556,0.9170169999997597,[0.47962962962962963],[-0.45092592592592595],[1],[0],[0],[0.8691569999791682],['image'],1.4099990949034691e-05,,,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_01_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_01_Caucasian_female_neutral_frontal.jpg,0,24,24,15,,,,,,,155.7326699999976,155.7326699999976,0,,,156.73224149999442,156.73224149999442,158.71181049998268,1.9794153999828268,-22.962962962962962,6.082862500014016,"[-0.06851851851851852, -0.11481481481481481, 0.4425925925925926]","[-0.09351851851851851, -0.08518518518518518, -0.4583333333333333]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.383692700008396, 4.002492500003427, 4.833597199991345]",['image'],1.5700003132224083e-05,156.73224149999442,156.73224149999442,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_16_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_16_Caucasian_female_neutral_frontal.jpg,0,25,25,2,,,,,,,165.02996429998893,165.02996429998893,0,,,166.03238389999024,166.03238389999024,166.9300871999876,0.8814581999904476,-50.74074074074074,0.8808685999829322,[0.44907407407407407],[-0.3925925925925926],[1],[0],[0],[0.6835154999862425],['image'],1.6499980119988322e-05,166.03238389999024,166.03238389999024,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_24_Caucasian_male_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_24_Caucasian_male_neutral_frontal.jpg,0,26,26,21,,,,,,,169.0968463999743,169.0968463999743,0,,,170.0987089999835,170.0987089999835,172.74885559998802,2.633990099973744,6.2962962962962905,4.0310585999977775,"[0.03148148148148148, 0.38981481481481484]","[-0.07314814814814814, -0.4222222222222222]","[1, 1]","[0, 0]","[0, 0]","[1.2812267999979667, 2.2508700999896973]",['image'],1.4499993994832039e-05,170.0987089999835,170.0987089999835,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_31_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_31_Caucasian_female_neutral_frontal.jpg,0,27,27,25,,,,,,,176.4988351999782,176.4988351999782,0,,,177.49835909999092,177.49835909999092,180.56305249998695,3.060166000010213,6.666666666666671,3.0472731000045314,"[0.44166666666666665, 0.44537037037037036]","[-0.49907407407407406, -0.41203703703703703]","[1, 1]","[0, 0]","[0, 0]","[0.5352987000078429, 0.8852875999873504]",['image'],1.4299992471933365e-05,177.49835909999092,177.49835909999092,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_28_Caucasian_male_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_28_Caucasian_male_neutral_frontal.jpg,0,28,28,23,,,,,,,182.9293856000004,182.9293856000004,0,,,183.93152629997348,183.93152629997348,185.0132092999993,1.064755100000184,-12.962962962962962,1.6148374000040349,"[-0.06481481481481481, 0.40370370370370373, 0.40925925925925927]","[-0.0787037037037037, -0.3768518518518518, -0.3925925925925926]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.4487305000075139, 1.085793799982639, 1.6357512999966275]",['image'],1.2900010915473104e-05,183.93152629997348,183.93152629997348,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_37_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_37_Caucasian_female_neutral_frontal.jpg,0,29,29,14,,,,,,,188.14851339999586,188.14851339999586,0,,,189.16124769998714,189.16124769998714,190.14465349999955,0.9958952000015415,-75.18518518518519,0.965671600017231,[0.4759259259259259],[-0.4009259259259259],[1],[0],[0],[0.5689765000133775],['image'],1.7299986211583018e-05,,,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_12_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_12_Caucasian_female_neutral_frontal.jpg,0,30,30,31,,,,,,,192.21510639999178,192.21510639999178,0,,,193.22969139998895,193.22969139998895,194.07939529998112,0.8627759999944828,79.44444444444443,0.8348251999996137,[0.47129629629629627],[-0.45555555555555555],[1],[0],[0],[1.6357710000011139],['image'],1.2899981811642647e-05,,,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,0,31,31,18,,,,,,,197.21108489998733,197.21108489998733,0,,,198.21452529999078,198.21452529999078,200.04607959999703,1.8295643999881577,-41.85185185185185,1.8144445000216365,[0.5444444444444444],[-0.43333333333333335],[1],[0],[0],[0.552587099984521],['image'],1.3499986380338669e-05,198.21452529999078,198.21452529999078,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_33_Caucasian_male_neutral_frontal.jpg,matched-Rafd090_33_Caucasian_male_neutral_frontal.jpg,0,32,32,42,,,,,,,202.0983089999936,202.0983089999936,0,,,203.09813399999985,203.09813399999985,203.64596189997974,0.5462148000078741,45.55555555555554,1.7832949000003282,"[0.2740740740740741, 0.16574074074074074, 0.225, 0.49907407407407406]","[-0.07777777777777778, -0.08796296296296297, -0.07037037037037037, -0.47314814814814815]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.2486831999849528, 0.6167123999912292, 1.1498285999987274, 2.35224829998333]",['image'],1.5400000847876072e-05,203.09813399999985,203.09813399999985,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_26_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_26_Caucasian_female_neutral_frontal.jpg,0,33,33,22,,,,,,,207.4958678999974,207.4958678999974,0,,,208.49793079998926,208.49793079998926,209.2623794999963,0.7607314999913797,-46.666666666666664,1.07948449999094,"[-0.23333333333333334, 0.4666666666666667]","[-0.10925925925925926, -0.42407407407407405]","[1, 1]","[0, 0]","[0, 0]","[0.2187430000049062, 0.9183677999826614]",['image'],1.4299992471933365e-05,208.49793079998926,208.49793079998926,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,0,34,34,27,,,,,,,211.6606221999973,211.6606221999973,0,,,212.66421349998564,212.66421349998564,214.34591419997741,1.6653023999824654,-28.888888888888886,1.6645007000188343,[0.4898148148148148],[-0.4166666666666667],[1],[0],[0],[0.5188799000170548],['image'],1.3399985618889332e-05,212.66421349998564,212.66421349998564,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_18_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_18_Caucasian_female_neutral_frontal.jpg,0,35,35,33,,,,,,,216.36434249999002,216.36434249999002,0,,,217.37891489997855,217.37891489997855,218.44566119997762,1.0776712000078987,36.48148148148147,1.0504589999909513,[0.4824074074074074],[-0.4083333333333333],[1],[0],[0],[0.5693967000115663],['image'],1.5400000847876072e-05,,,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_19_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_19_Caucasian_female_neutral_frontal.jpg,0,36,36,4,,,,,,,220.49767469998915,220.49767469998915,0,,,221.49762199999532,221.49762199999532,222.17887909998535,0.6637829999963287,-69.81481481481481,0.6637404999928549,[0.4759259259259259],[-0.3907407407407407],[1],[0],[0],[1.0504510000173468],['image'],1.3699987903237343e-05,221.49762199999532,221.49762199999532,,,DAP,001,2023-04-17_21h40.03.735,Human_uncanny,2022.2.5,60.146179270370894,
