Type,Spatial_Frequency,filepath,file_name,human_trials.thisRepN,human_trials.thisTrialN,human_trials.thisN,human_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Human_image.started,roi.started,Human_image.stopped,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,image_2.started,M_H_likeness_slider.response,M_H_likeness_slider.rt,ISI_2.started,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,32.312967399993795,32.312967399993795,space,0.994482699999935,,,,,,,,,,,,,,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,0,0,0,12,,,,,1.579998934175819e-05,1.579998934175819e-05,34.32893740000145,34.32893740000145,35.32809690000431,35.32809690000431,1,[0.0006030999938957393],[0.9901833000039915],37.510126299996045,56.2962962962963,2.164068500002031,1.410000550094992e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_30_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_30_Caucasian_male_neutral_frontal.jpg,0,1,1,9,,,,,,,40.6269578999927,40.6269578999927,,,1,[0.013011199989705347],[0.9983319000020856],42.17676339999889,66.48148148148148,0.5313877000007778,1.5999990864656866e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_36_Caucasian_male_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_36_Caucasian_male_neutral_frontal.jpg,0,2,2,28,,,,,,,44.10799419999239,44.10799419999239,45.112464099991485,45.112464099991485,1,[0.00038500000664498657],[0.9423446000000695],45.59332289999293,67.77777777777779,0.46417449999717064,1.550000160932541e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_19_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_19_Caucasian_female_neutral_frontal.jpg,0,3,3,34,,,,,,,47.474558500005514,47.474558500005514,48.47494729999744,48.47494729999744,1,[0.0004693999944720417],[0.8428170999977738],48.95988199999556,92.68518518518518,0.4625918000092497,1.2999997125007212e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_28_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_28_Caucasian_male_neutral_frontal.jpg,0,4,4,8,,,,,,,51.062020800003665,51.062020800003665,52.06206559999555,52.06206559999555,1,[0.000375300005543977],[0.8957148000044981],52.55974789999891,67.68518518518518,0.48045589998946525,1.270000939257443e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_19_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_19_Caucasian_female_neutral_frontal.jpg,0,5,5,4,,,,,,,54.461986099995556,54.461986099995556,55.461962200002745,55.461962200002745,1,[0.0008016000065254048],[0.9790669999929378],55.876457599995774,77.22222222222221,0.3956309999921359,1.2299991794861853e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_26_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_26_Caucasian_female_neutral_frontal.jpg,0,6,6,37,,,,,,,57.96246529999189,57.96246529999189,58.961730199996964,58.961730199996964,1,[0.0005095000087749213],[0.6765802000008989],59.47642979999364,96.85185185185186,0.4976327000040328,1.2599994079209864e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_22_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_22_Caucasian_female_neutral_frontal.jpg,0,7,7,35,,,,,,,61.39105419999396,61.39105419999396,62.39514569999301,62.39514569999301,1,[0.0004948999994667247],[0.44239519999246113],62.80988620000426,82.96296296296296,0.3971700999973109,1.5300000086426735e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_24_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_24_Caucasian_male_neutral_frontal.jpg,0,8,8,6,,,,,,,64.69515919999685,64.69515919999685,65.69511450000573,65.69511450000573,2,"[0.00042640000174287707, 0.2624482000101125]","[0.22952780000923667, 0.8793547000095714]",66.14303730000393,79.16666666666667,0.4306778000027407,1.309999788645655e-05,,,VYV,001,2023-04-16_22h02.18.230,Human_uncanny,2022.2.5,59.77650758961443,
