Type,Spatial_Frequency,filepath,file_name,robotic_trials.thisRepN,robotic_trials.thisTrialN,robotic_trials.thisN,robotic_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Robotic__Stimuli.started,roi.started,roi.numLooks,roi.timesOn,roi.timesOff,Likebility_slider_3.response,Likebility_slider_3.rt,ISI_2.started,Robotic__Stimuli.stopped,roi.stopped,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c33.jpeg,matched-c33.jpeg,0,34,34,53,,,,,,,188.88954700017348,188.88954700017348,1,[0.0004485000390559435],[0.9919716001022607],2.5925925925925952,0.6491275001317263,2.059992402791977e-05,189.88733540009707,189.88733540009707,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c66.jpeg,matched-8-cpi-low-c66.jpeg,0,35,35,21,,,,,,,192.33959990018047,192.33959990018047,1,[0.00040820008143782616],[1.0075407000258565],-39.444444444444436,0.1999719999730587,1.4200108125805855e-05,193.3560864001047,193.3560864001047,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c36.jpeg,matched-c36.jpeg,0,36,36,55,,,,,,,195.4204202000983,195.4204202000983,1,[0.008567200042307377],[1.0087919000070542],-27.962962962962962,0.48295560013502836,1.5199882909655571e-05,196.42038550018333,196.42038550018333,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c33.jpeg,matched-8-cpi-low-c33.jpeg,0,37,37,68,,,,,,,198.72261669998989,198.72261669998989,2,"[0.009071800159290433, 0.3258790001273155]","[0.27551529998891056, 1.0091436000075191]",-30.0,0.4353449000045657,1.2299977242946625e-05,199.72271930007264,199.72271930007264,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c64.jpeg,matched-c64.jpeg,0,38,38,4,,,,,,,202.00354350009002,202.00354350009002,1,[0.008693499956279993],[1.0092162999790162],-42.22222222222223,0.5717094000428915,1.3599870726466179e-05,203.0060871001333,203.0060871001333,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c77.jpeg,matched-32-cpi-low-c77.jpeg,0,39,39,43,,,,,,,205.4059352001641,205.4059352001641,1,[0.009007600136101246],[1.0070532001554966],19.074074074074062,0.5506313000805676,1.4400109648704529e-05,,,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c72.jpeg,matched-8-cpi-low-c72.jpeg,0,40,40,25,,,,,,,208.72063580015674,208.72063580015674,1,[0.00041069998405873775],[0.9919752001296729],-43.888888888888886,0.3325320999138057,1.2299977242946625e-05,209.72277150000446,209.72277150000446,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c41.jpeg,matched-8-cpi-low-c41.jpeg,0,41,41,73,,,,,,,211.88903700001538,211.88903700001538,1,[0.0069102998822927475],[1.0066601999569684],-24.074074074074076,0.5498153001535684,1.3199867680668831e-05,,,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c66.jpeg,matched-32-cpi-low-c66.jpeg,0,42,42,36,,,,,,,215.2868900001049,215.2868900001049,1,[0.0005791999865323305],[0.9925368998665363],12.962962962962948,0.8016133001074195,1.2800097465515137e-05,216.28666840004735,216.28666840004735,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c72.jpeg,matched-32-cpi-low-c72.jpeg,0,43,43,40,,,,,,,219.33897130005062,219.33897130005062,1,[0.006553299957886338],[1.006915200036019],4.259259259259252,1.2995733998250216,1.4699995517730713e-05,,,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c38.jpeg,matched-32-cpi-low-c38.jpeg,0,44,44,87,,,,,,,223.4890156001784,223.4890156001784,1,[0.00035099987871944904],[0.9922258998267353],-23.888888888888886,0.46410070010460913,1.6700010746717453e-05,224.48670390015468,224.48670390015468,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c71.jpeg,matched-32-cpi-low-c71.jpeg,0,45,45,39,,,,,,,226.75302830012515,226.75302830012515,1,[0.009727800032123923],[1.0093356999568641],3.333333333333343,1.018404400208965,1.3699987903237343e-05,227.7530191000551,227.7530191000551,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c64.jpeg,matched-32-cpi-low-c64.jpeg,0,46,46,34,,,,,,,230.65321010001935,230.65321010001935,1,[0.009298700140789151],[1.008893599966541],-21.296296296296305,0.6829941999167204,1.3599870726466179e-05,231.6582389001269,231.6582389001269,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c58.jpeg,matched-c58.jpeg,0,47,47,1,,,,,,,234.18845070013776,234.18845070013776,1,[0.01128570013679564],[1.009337600087747],-40.0,0.6222502999007702,1.3999873772263527e-05,,,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c10.jpeg,matched-8-cpi-low-c10.jpeg,0,48,48,60,,,,,,,237.6529531001579,237.6529531001579,1,[0.0098365000449121],[1.009836900047958],-30.0,0.8177465999033302,2.0799925550818443e-05,238.65525509999134,238.65525509999134,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c74.jpeg,matched-c74.jpeg,0,49,49,11,,,,,,,241.6861782001797,241.6861782001797,1,[0.009130199905484915],[1.0087998998351395],-75.74074074074073,0.6491626999340951,1.309998333454132e-05,242.68604760011658,242.68604760011658,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c74.jpeg,matched-8-cpi-low-c74.jpeg,0,50,50,26,,,,,,,245.38851370010525,245.38851370010525,1,[0.00955029996111989],[1.0094682001508772],-65.18518518518519,0.36956409993581474,1.4299992471933365e-05,246.3864777002018,246.3864777002018,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c74.jpeg,matched-32-cpi-low-c74.jpeg,0,51,51,41,,,,,,,249.0026613001246,249.0026613001246,1,[0.00046909996308386326],[0.9927151999436319],-50.0,0.3493892000988126,1.3300217688083649e-05,250.00496140005998,250.00496140005998,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c14.jpeg,matched-32-cpi-low-c14.jpeg,0,52,52,78,,,,,,,252.50471520004794,252.50471520004794,1,[0.009221100015565753],[1.0073475001845509],-45.18518518518518,0.4672395000234246,1.8399907276034355e-05,,,,,P13,001,2023-04-14_15h40.30.713,trial uncanny,2022.2.5,59.25016544406894,
