,File_Name,Type,Spatial_Freq,Likability,Mechano_Humanness
116,matched-8-cpi-low-c12.jpeg,Mechanical,LSF,"[2.037037037037038, 23.70370370370369, -2.5925925925925952, 14.999999999999986]","[1.2962962962962954, 4.722222222222222, 6.203703703703706, 8.333333333333332]"
117,matched-c48.jpeg,Humanoid,BSF,"[-18.88888888888889, -69.62962962962963, -75.0, -36.66666666666667]","[41.11111111111111, 1.2037037037037013, 9.537037037037038, 4.351851851851851]"
118,matched-32-cpi-low-c41.jpeg,Mechanical,HSF,"[-0.9259259259259238, -57.5925925925926, -43.70370370370371, -17.962962962962962]","[22.5, 0.7407407407407418, 7.500000000000001, 7.685185185185183]"
119,matched-c33.jpeg,Mechanical,BSF,"[37.03703703703701, 34.07407407407408, 37.40740740740739, 11.666666666666671]","[18.148148148148145, 7.777777777777778, 0.8333333333333359, 7.592592592592595]"
120,matched-c72.jpeg,Humanoid,BSF,"[22.96296296296296, -14.259259259259268, 75.92592592592592, 56.29629629629628]","[48.7962962962963, 24.444444444444446, 40.55555555555556, 61.66666666666667]"
121,matched-8-cpi-low-c76.jpeg,Humanoid,LSF,"[-7.7777777777777715, -35.18518518518519, 35.0, -21.48148148148148]","[54.81481481481482, 53.98148148148149, 30.37037037037037, 4.166666666666669]"
122,matched-32-cpi-low-c16.jpeg,Mechanical,HSF,"[-30.740740740740733, 38.33333333333334, -56.851851851851855, -50.74074074074074]","[24.537037037037035, 2.870370370370373, 3.518518518518521, 17.037037037037038]"
123,matched-c67.jpeg,Humanoid,BSF,"[4.8148148148148096, 38.703703703703695, 3.8888888888889, 12.592592592592595]","[41.2037037037037, 17.5, 50.09259259259259, 42.03703703703704]"
124,matched-c42.jpeg,Mechanical,BSF,"[22.22222222222223, 7.037037037037038, 58.14814814814815, 46.85185185185185]","[5.648148148148147, 12.592592592592592, 5.277777777777776, 6.481481481481483]"
125,matched-8-cpi-low-c48.jpeg,Humanoid,LSF,"[-11.111111111111114, -43.14814814814815, -51.85185185185185, -55.92592592592592]","[14.074074074074073, 30.462962962962965, 4.999999999999999, 6.574074074074076]"
126,matched-c65.jpeg,Humanoid,BSF,"[-11.851851851851848, -86.85185185185185, 44.62962962962962, 4.629629629629633]","[45.27777777777778, 41.94444444444444, 52.68518518518519, 51.388888888888886]"
127,matched-c74.jpeg,Humanoid,BSF,"[5.925925925925938, -36.66666666666667, 52.59259259259258, 14.81481481481481]","[44.25925925925926, 12.037037037037036, 34.351851851851855, 54.629629629629626]"
128,matched-c17.jpeg,Mechanical,BSF,"[8.703703703703695, 15.555555555555545, 17.777777777777786, 7.592592592592595]","[1.2962962962962954, 0.8333333333333359, 3.98148148148148, 14.72222222222222]"
129,matched-c16.jpeg,Mechanical,BSF,"[10.370370370370368, 14.259259259259268, 28.88888888888889, 32.40740740740739]","[0.9259259259259244, 10.925925925925927, 8.888888888888891, 8.240740740740742]"
130,matched-8-cpi-low-c11.jpeg,Mechanical,LSF,"[6.2962962962962905, -76.48148148148148, 9.259259259259252, -28.148148148148135]","[9.814814814814817, 19.722222222222225, 2.592592592592591, 4.722222222222222]"
131,matched-8-cpi-low-c35.jpeg,Mechanical,LSF,"[14.444444444444445, -11.111111111111114, 8.703703703703695, 28.148148148148152]","[47.87037037037037, 1.2962962962962954, 3.888888888888886, 4.53703703703704]"
132,matched-8-cpi-low-c66.jpeg,Humanoid,LSF,"[-13.888888888888886, -57.03703703703704, 29.07407407407408, 31.48148148148149]","[56.94444444444444, 9.907407407407408, 24.35185185185185, 88.61111111111111]"
133,matched-8-cpi-low-c74.jpeg,Humanoid,LSF,"[7.037037037037038, -34.62962962962963, 23.70370370370369, 23.88888888888889]","[45.0, 49.53703703703704, 3.888888888888886, 91.57407407407408]"
134,matched-32-cpi-low-c36.jpeg,Mechanical,HSF,"[-29.81481481481481, 8.518518518518519, 59.62962962962962, -36.85185185185185]","[27.685185185185183, 32.870370370370374, 31.85185185185185, 4.4444444444444455]"
