Type,Spatial_Frequency,filepath,file_name,human_trials.thisRepN,human_trials.thisTrialN,human_trials.thisN,human_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Human_image.started,roi.started,roi.numLooks,roi.timesOn,roi.timesOff,Likebility_slider_3.started,ratingText.started,image.started,mouse.started,Likebility_slider_3.response,Likebility_slider_3.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,ISI_2.started,Human_image.stopped,roi.stopped,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_26_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_26_Caucasian_female_neutral_frontal.jpg,0,9,9,7,,,,,,,69.464915700024,69.464915700024,1,[0.011459400004241616],[1.0134197000297718],70.46253259998048,70.46253259998048,71.14787039998919,0.6765087000094354,-40.74074074074075,0.6660535999690183,"[0.3888888888888889, 0.4101851851851852]","[-0.49907407407407406, -0.44351851851851853]","[1, 1]","[0, 0]","[0, 0]","[0.2834148000110872, 0.6188218999886885]",['image'],1.3399985618889332e-05,70.46253259998048,70.46253259998048,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,0,10,10,27,,,,,,,73.26448569999775,73.26448569999775,1,[0.014130400028079748],[1.0118079999811016],74.27910189999966,74.27910189999966,74.70159290003357,0.4344328999868594,51.481481481481495,0.40352100000018254,[0.3787037037037037],[-0.4537037037037037],[1],[0],[0],[0.28054020000854507],['image'],1.3200042303651571e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_24_Caucasian_male_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_24_Caucasian_male_neutral_frontal.jpg,0,11,11,21,,,,,,,76.48106680001365,76.48106680001365,1,[0.013318000012077391],[1.013378500007093],77.48087329999544,77.48087329999544,77.89787049998995,0.4147133000078611,68.88888888888889,0.3975751000107266,[0.4444444444444444],[-0.4212962962962963],[1],[0],[0],[0.2650637000333518],['image'],1.3699987903237343e-05,77.48087329999544,77.48087329999544,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_22_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_22_Caucasian_female_neutral_frontal.jpg,0,12,12,20,,,,,,,79.66432979999809,79.66432979999809,1,[0.0004640999832190573],[0.9967979000066407],80.67904550000094,80.67904550000094,81.16430860001128,0.4979318000259809,71.48148148148147,0.4669448000495322,[0.45925925925925926],[-0.46574074074074073],[1],[0],[0],[0.24961489997804165],['image'],1.3999990187585354e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_31_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_31_Caucasian_female_neutral_frontal.jpg,0,13,13,40,,,,,,,82.90067130001262,82.90067130001262,1,[0.00044979999074712396],[1.0083363000303507],83.91203690000111,83.91203690000111,84.48123989999294,0.5651524999993853,81.4814814814815,0.5512202000245452,"[0.5055555555555555, 0.5046296296296297]","[-0.49907407407407406, -0.47129629629629627]","[1, 1]","[0, 0]","[0, 0]","[0.2668726000119932, 0.616903199988883]",['image'],1.8200022168457508e-05,83.91203690000111,83.91203690000111,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_12_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_12_Caucasian_female_neutral_frontal.jpg,0,14,14,16,,,,,,,86.58084360003704,86.58084360003704,1,[0.00040059996536001563],[0.9966267999843694],87.58099139999831,87.58099139999831,88.41409570001997,0.8142106999875978,72.77777777777777,0.8138507999829017,[0.4638888888888889],[-0.41759259259259257],[1],[0],[0],[0.25024210003903136],['image'],1.3100041542202234e-05,87.58099139999831,87.58099139999831,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_36_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_36_Caucasian_male_neutral_frontal.jpg,0,15,15,13,,,,,,,90.16407709999476,90.16407709999476,1,[0.0003853000234812498],[0.9808741000015289],91.16202540002996,91.16202540002996,92.114113299991,0.9503482000436634,28.703703703703695,0.9334988999762572,[0.3972222222222222],[-0.44166666666666665],[1],[0],[0],[0.24851840001065284],['image'],1.4199991710484028e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_18_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_18_Caucasian_female_neutral_frontal.jpg,0,16,16,33,,,,,,,93.84549620002508,93.84549620002508,1,[0.00032789999386295676],[0.9955148999579251],94.8640674999915,94.8640674999915,95.96422940003686,1.0999545000377111,35.74074074074073,1.099466299987398,[0.3925925925925926],[-0.4064814814814815],[1],[0],[0],[0.2335255999932997],['image'],1.2200034689158201e-05,94.84749080002075,94.84749080002075,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_37_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_37_Caucasian_female_neutral_frontal.jpg,0,17,17,44,,,,,,,97.69730539998272,97.69730539998272,1,[0.013656800030730665],[1.0135624000104144],98.69712309999159,98.69712309999159,99.56160329998238,0.868170200032182,71.48148148148147,0.853072699974291,[0.44722222222222224],[-0.4],[1],[0],[0],[0.24701590003678575],['image'],1.2400036212056875e-05,98.69712309999159,98.69712309999159,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,0,18,18,3,,,,,,,101.31385969999246,101.31385969999246,1,[0.014134099998045713],[1.0116699000354856],102.32839340000646,102.32839340000646,102.92848180001602,0.6151092000072822,-60.0,0.5816319999867119,[0.38981481481481484],[-0.4675925925925926],[1],[0],[0],[0.31540989998029545],['image'],1.7200014553964138e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_12_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_12_Caucasian_female_neutral_frontal.jpg,0,19,19,1,,,,,,,104.74711490003392,104.74711490003392,1,[0.0004024000372737646],[0.9971144000301138],105.74720939999679,105.74720939999679,106.36370859999442,0.6146685000276193,-45.370370370370374,0.5977558000013232,[0.5166666666666667],[-0.4601851851851852],[1],[0],[0],[0.28547270002309233],['image'],1.2700038496404886e-05,105.74720939999679,105.74720939999679,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_28_Caucasian_male_neutral_frontal.jpg,matched-Rafd090_28_Caucasian_male_neutral_frontal.jpg,0,20,20,38,,,,,,,108.14697760000126,108.14697760000126,1,[0.012058600026648492],[1.0141152000287548],109.14482290000888,109.14482290000888,109.69737469998654,0.5457479000324383,-65.92592592592592,0.5307397000142373,[0.40370370370370373],[-0.42407407407407405],[1],[0],[0],[0.2723348999861628],['image'],1.379998866468668e-05,109.14482290000888,109.14482290000888,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_28_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_28_Caucasian_male_neutral_frontal.jpg,0,21,21,8,,,,,,,111.46361029997934,111.46361029997934,1,[0.0006063999608159065],[0.995181699981913],112.47840319998795,112.47840319998795,112.8802417999832,0.4118310999474488,19.074074074074062,0.37811859999783337,[0.4046296296296296],[-0.44537037037037036],[1],[0],[0],[0.248528600030113],['image'],1.5099998563528061e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_31_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_31_Caucasian_female_neutral_frontal.jpg,0,22,22,10,,,,,,,114.61671540001407,114.61671540001407,1,[0.00039439997635781765],[1.0079399999813177],115.62833610002417,115.62833610002417,115.96142870001495,0.3329057000228204,57.03703703703704,0.31655240000691265,[0.4203703703703704],[-0.40925925925925927],[1],[0],[0],[0.2334747000131756],['image'],1.390004763379693e-05,115.62833610002417,115.62833610002417,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,0,23,23,26,,,,,,,117.69680650002556,117.69680650002556,1,[0.0003961999900639057],[0.9966176999732852],118.69689510000171,118.69689510000171,119.078175200033,0.38190170004963875,-41.85185185185185,0.3644231000216678,[0.4703703703703704],[-0.4111111111111111],[1],[0],[0],[0.2648344000335783],['image'],1.780001912266016e-05,118.69689510000171,118.69689510000171,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_26_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_26_Caucasian_female_neutral_frontal.jpg,0,24,24,37,,,,,,,120.8330980000319,120.8330980000319,1,[0.0006098999874666333],[1.0089337999816053],121.8467621000018,121.8467621000018,122.54664469999261,0.700362200033851,55.18518518518519,0.6844483999884687,[0.49907407407407406],[-0.4111111111111111],[1],[0],[0],[0.2537739999825135],['image'],1.2499978765845299e-05,121.8467621000018,121.8467621000018,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_19_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_19_Caucasian_female_neutral_frontal.jpg,0,25,25,19,,,,,,,124.29669669998111,124.29669669998111,1,[0.0003931999672204256],[0.9964233999489807],125.29655400000047,125.29655400000047,125.9633403000189,0.6611544999759644,72.40740740740742,0.6500303999637254,"[0.48055555555555557, 0.48055555555555557]","[-0.37592592592592594, -0.38333333333333336]","[1, 1]","[0, 0]","[0, 0]","[0.2504901000065729, 0.7670530000468716]",['image'],1.4999997802078724e-05,125.29655400000047,125.29655400000047,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_36_Caucasian_male_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_36_Caucasian_male_neutral_frontal.jpg,0,26,26,28,,,,,,,128.23007330001565,128.23007330001565,1,[0.013188300014007837],[1.0112721000332385],129.24442870001076,129.24442870001076,130.04663210001308,0.8126983999973163,-27.777777777777786,0.7814575000084005,[0.48518518518518516],[-0.4185185185185185],[1],[0],[0],[0.25068120000651106],['image'],1.4299992471933365e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_37_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_37_Caucasian_female_neutral_frontal.jpg,0,27,27,14,,,,,,,131.7964224999887,131.7964224999887,1,[0.013561600004322827],[1.0150154999573715],132.79647770000156,132.79647770000156,133.12979099998483,0.3332663999754004,-54.074074074074076,0.3141724999877624,[0.6351851851851852],[-0.4305555555555556],[1],[0],[0],[0.2676132000051439],['image'],1.3199984095990658e-05,132.79647770000156,132.79647770000156,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_12_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_12_Caucasian_female_neutral_frontal.jpg,0,28,28,31,,,,,,,134.8944830999826,134.8944830999826,1,[0.0003647000412456691],[0.9948266000137664],135.89423309999984,135.89423309999984,137.56295180000598,1.6622362999478355,61.66666666666666,1.6507621000055224,[0.47685185185185186],[-0.3888888888888889],[1],[0],[0],[0.31890869996277615],['image'],1.2299977242946625e-05,135.89423309999984,135.89423309999984,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_32_Caucasian_female_neutral_frontal.jpg,0,29,29,11,,,,,,,139.37967860000208,139.37967860000208,1,[0.0005180000443942845],[0.996904400002677],140.37964900000952,140.37964900000952,141.07955880003283,0.6958871000097133,-26.666666666666657,0.682417500007432,[0.4787037037037037],[-0.41203703703703703],[1],[0],[0],[0.2854187000193633],['image'],1.4299992471933365e-05,140.37964900000952,140.37964900000952,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_01_Caucasian_female_neutral_frontal.jpg,matched-Rafd090_01_Caucasian_female_neutral_frontal.jpg,0,30,30,30,,,,,,,142.86283150000963,142.86283150000963,1,[0.013761899957899004],[1.0118332999991253],143.87965120002627,143.87965120002627,144.22732669999823,0.36263600003439933,-29.81481481481481,0.333486300020013,[0.5916666666666667],[-0.46944444444444444],[1],[0],[0],[0.2856601999956183],['image'],1.3599987141788006e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_16_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_16_Caucasian_female_neutral_frontal.jpg,0,31,31,2,,,,,,,146.01277239999035,146.01277239999035,1,[0.0005594000103883445],[0.9971281999605708],147.0128713999875,147.0128713999875,147.62947580002947,0.6124398999963887,25.185185185185176,0.5993296999949962,[0.512962962962963],[-0.43148148148148147],[1],[0],[0],[0.2692500000121072],['image'],1.4499993994832039e-05,147.0128713999875,147.0128713999875,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_16_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_16_Caucasian_female_neutral_frontal.jpg,0,32,32,17,,,,,,,149.39602420001756,149.39602420001756,1,[0.014044000010471791],[1.012352199992165],150.41291820001788,150.41291820001788,152.1126546000014,1.712243199988734,-10.925925925925924,1.6833985999692231,"[0.3277777777777778, 0.36666666666666664]","[-0.35462962962962963, -0.43425925925925923]","[1, 1]","[0, 0]","[0, 0]","[0.31885460001649335, 0.6671625000308268]",['image'],1.4399993233382702e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_31_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_31_Caucasian_female_neutral_frontal.jpg,0,33,33,25,,,,,,,154.27924350003013,154.27924350003013,1,[0.0004219000111334026],[0.996004200016614],155.27733820001595,155.27733820001595,155.8125952000264,0.533113699988462,-24.444444444444443,0.5144201000221074,[0.5175925925925926],[-0.4546296296296296],[1],[0],[0],[0.28168299997923896],['image'],1.3199984095990658e-05,155.27733820001595,155.27733820001595,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_18_Caucasian_female_neutral_frontal.jpg,0,34,34,18,,,,,,,157.58214090002002,157.58214090002002,1,[0.0003795999800786376],[0.9919401999795809],158.59385280002607,158.59385280002607,159.16247670003213,0.5670180000015534,-18.888888888888886,0.550212099973578,[0.562037037037037],[-0.4203703703703704],[1],[0],[0],[0.24833939998643473],['image'],1.3599987141788006e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_22_Caucasian_female_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_22_Caucasian_female_neutral_frontal.jpg,0,35,35,5,,,,,,,160.9125080999802,160.9125080999802,1,[0.0005044999998062849],[0.9787253999966197],161.9104701000033,161.9104701000033,164.18204879999394,2.2705351999611594,-71.66666666666667,2.253276899980847,[0.45092592592592595],[-0.4601851851851852],[1],[0],[0],[0.3798971999785863],['image'],1.290004001930356e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_33_Caucasian_male_neutral_frontal.jpg,matched-Rafd090_33_Caucasian_male_neutral_frontal.jpg,0,36,36,42,,,,,,,166.0623722000164,166.0623722000164,2,"[0.013683700002729893, 0.7637392000178806]","[0.6637945999973454, 0.9304153000121005]",167.07682770001702,167.07682770001702,168.028911100002,0.9633254000218585,6.2962962962962905,0.9331874999916181,[0.39444444444444443],[-0.40185185185185185],[1],[0],[0],[0.2667459999793209],['image'],1.2999982573091984e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,HSF,Stimuli For Psychopy/Human/matched-32-cpi-low-Rafd090_26_Caucasian_female_neutral_frontal.jpg,matched-32-cpi-low-Rafd090_26_Caucasian_female_neutral_frontal.jpg,0,37,37,22,,,,,,,169.77684250002494,169.77684250002494,1,[0.00033549999352544546],[0.9964570999727584],170.77863359998446,170.77863359998446,171.3622541000368,0.5667715999879874,7.407407407407391,0.5660286000347696,"[0.35555555555555557, 0.36944444444444446]","[-0.35185185185185186, -0.3851851851851852]","[1, 1]","[0, 0]","[0, 0]","[0.3002477000118233, 0.6488025999860838]",['image'],1.7900019884109497e-05,170.77863359998446,170.77863359998446,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_24_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_24_Caucasian_male_neutral_frontal.jpg,0,38,38,6,,,,,,,173.49552110000513,173.49552110000513,1,[0.0004327999777160585],[0.9966592999990098],174.4932422999991,174.4932422999991,175.01526780001586,0.5027532000094652,24.814814814814824,0.5021813999628648,[0.38796296296296295],[-0.44722222222222224],[1],[0],[0],[0.21195859997533262],['image'],1.6200006939470768e-05,174.4932422999991,174.4932422999991,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,LSF,Stimuli For Psychopy/Human/matched-8-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,matched-8-cpi-low-Rafd090_33_Caucasian_male_neutral_frontal.jpg,0,39,39,12,,,,,,,176.72869710001396,176.72869710001396,1,[0.015130600018892437],[0.997180100006517],177.72665209998377,177.72665209998377,178.7600541000138,1.0310672000050545,30.740740740740733,1.0168639000039548,[0.43333333333333335],[-0.4305555555555556],[1],[0],[0],[0.21740630001295358],['image'],1.4099990949034691e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
Human,BSF,Stimuli For Psychopy/Human/matched-Rafd090_30_Caucasian_male_neutral_frontal.jpg,matched-Rafd090_30_Caucasian_male_neutral_frontal.jpg,0,40,40,39,,,,,,,180.47893099999055,180.47893099999055,1,[0.00032890000147745013],[0.9949668000335805],181.49529150000308,181.49529150000308,182.07860010000877,0.5977279000217095,-37.77777777777778,0.5661662999773398,"[0.4537037037037037, 0.4537037037037037]","[-0.49907407407407406, -0.45555555555555555]","[1, 1]","[0, 0]","[0, 0]","[0.2502191999810748, 0.5524811000213958]",['image'],2.239999594166875e-05,,,,,VAG,001,2023-05-06_17h50.10.762,Human_uncanny,2022.2.5,60.04603128857685,
