Type,Spatial_Frequency,filepath,file_name,robotic_trials.thisRepN,robotic_trials.thisTrialN,robotic_trials.thisN,robotic_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Robotic__Stimuli.started,roi.started,Robotic__Stimuli.stopped,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,Likebility_slider_3.response,Likebility_slider_3.rt,ISI_2.started,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c43.jpeg,matched-32-cpi-low-c43.jpeg,0,9,9,81,,,,,,,61.41296200000215,61.41296200000215,62.42548340000212,62.42548340000212,2,"[0.00041560000681784004, 0.39604910000343807]","[0.14605419999861624, 1.0104532000113977]",40.0,0.6991725000116276,1.2899996363557875e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c61.jpeg,matched-8-cpi-low-c61.jpeg,0,10,10,17,,,,,,,65.41281660000095,65.41281660000095,66.427219899997,66.427219899997,4,"[0.0003812000068137422, 0.24636780000582803, 0.529867799996282, 0.8442052000027616]","[0.21317659999476746, 0.4467886000056751, 0.744597299999441, 1.011422900002799]",-75.92592592592592,0.3680449999956181,1.239999255631119e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c76.jpeg,matched-32-cpi-low-c76.jpeg,0,11,11,42,,,,,,,68.87932390000788,68.87932390000788,69.89363420000882,69.89363420000882,2,"[0.00045339998905546963, 0.4127833999955328]","[0.07962360000237823, 0.9107114999933401]",-20.925925925925924,0.7156518999981927,1.3800003216601908e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c36.jpeg,matched-8-cpi-low-c36.jpeg,0,12,12,70,,,,,,,72.71269400000165,72.71269400000165,73.71272979999776,73.71272979999776,5,"[0.00039010000182315707, 0.4631804000091506, 0.5467665000032866, 0.6633521000039764, 0.9467481000028783]","[0.21344400000816677, 0.4799821000051452, 0.6299144000076922, 0.8800665000017034, 0.9973781000007875]",-50.74074074074074,0.9954194000019925,1.6399993910454214e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c16.jpeg,matched-8-cpi-low-c16.jpeg,0,13,13,64,,,,,,,76.72920300000987,76.72920300000987,77.72885100000713,77.72885100000713,6,"[0.00033999999868683517, 0.29675539999152534, 0.5803270000033081, 0.6469699000008404, 0.7802403999958187, 0.9649015000031795]","[0.04677010000159498, 0.3470662999898195, 0.596628100000089, 0.6635436999931699, 0.8135439999896334, 0.9802467999979854]",-54.629629629629626,0.19972249999409541,1.6399993910454214e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c58.jpeg,matched-8-cpi-low-c58.jpeg,0,14,14,16,,,,,,,79.82937410000886,79.82937410000886,,,2,"[0.44873080000979826, 0.996844900000724]","[0.979997700007516, 0.9968476000067312]",-25.555555555555557,0.366428299996187,1.3299999409355223e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c42.jpeg,matched-c42.jpeg,0,15,15,59,,,,,,,83.06247590000567,83.06247590000567,84.05995700000494,84.05995700000494,1,[0.00038580001273658127],[0.996494300008635],7.037037037037038,0.4302060000045458,1.4399993233382702e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c38.jpeg,matched-8-cpi-low-c38.jpeg,0,16,16,72,,,,,,,86.29559570000856,86.29559570000856,87.29562920000171,87.29562920000171,1,[0.0004604999994626269],[0.9957201999932295],22.59259259259258,0.3805094999988796,1.270000939257443e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c48.jpeg,matched-8-cpi-low-c48.jpeg,0,17,17,15,,,,,,,89.49551380000776,89.49551380000776,90.49579830000584,90.49579830000584,2,"[0.646805399999721, 0.7967816000018502]","[0.7471397000044817, 0.9968488000013167]",-43.148148148148145,0.5639517000090564,1.4499993994832039e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c71.jpeg,matched-8-cpi-low-c71.jpeg,0,18,18,24,,,,,,,92.87887020000198,92.87887020000198,93.8933970000071,93.8933970000071,2,"[0.00047840000479482114, 0.11319829999411013]","[0.09631380000791978, 1.009857800003374]",9.259259259259252,0.6008013999962714,1.1900003300979733e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c10.jpeg,matched-8-cpi-low-c10.jpeg,0,19,19,60,,,,,,,96.2454102000047,96.2454102000047,97.25989260000642,97.25989260000642,2,"[0.31211009999969974, 0.3449980000004871]","[0.3248803000024054, 0.5620471000001999]",-100.0,0.9827305999933742,1.4899997040629387e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c27.jpeg,matched-32-cpi-low-c27.jpeg,0,20,20,82,,,,,,,100.22867969999788,100.22867969999788,101.226419300001,101.226419300001,1,[0.6787428000097862],[0.9956457000080263],-32.592592592592595,0.43094000000564847,1.3600001693703234e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c74.jpeg,matched-32-cpi-low-c74.jpeg,0,21,21,41,,,,,,,103.82846099999733,103.82846099999733,104.84278150000318,104.84278150000318,4,"[0.000374399998690933, 0.22958529999596067, 0.512500499986345, 0.7624683999893023]","[0.21223359998839442, 0.4959159999998519, 0.7291387000004761, 0.9107101999979932]",-15.18518518518519,0.6329586999927415,1.4000004739500582e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c41.jpeg,matched-8-cpi-low-c41.jpeg,0,22,22,73,,,,,,,107.3285493000003,107.3285493000003,108.32882580001024,108.32882580001024,1,[0.46366379999381024],[0.9307739999931073],12.037037037037052,0.5290108000044711,1.4199991710484028e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c42.jpeg,matched-8-cpi-low-c42.jpeg,0,23,23,74,,,,,,,110.99512140000297,110.99512140000297,111.99538849999954,111.99538849999954,0,,,38.703703703703695,0.3475297999975737,1.2300006346777081e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c65.jpeg,matched-8-cpi-low-c65.jpeg,0,24,24,20,,,,,,,114.44501130000572,114.44501130000572,115.45797040000616,115.45797040000616,4,"[0.0003875999973388389, 0.18015499999455642, 0.3802235000039218, 0.496787600000971]","[0.16344289999688044, 0.36357269999280106, 0.39641679999476764, 1.0099426999950083]",14.444444444444443,0.6489614000020083,1.3500000932253897e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c14.jpeg,matched-c14.jpeg,0,25,25,48,,,,,,,117.89490260000457,117.89490260000457,,,2,"[0.00036890000046696514, 0.6465094000013778]","[0.17981080000754446, 0.9942180000070948]",-9.444444444444443,0.76532109999971,1.3500000932253897e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c64.jpeg,matched-32-cpi-low-c64.jpeg,0,26,26,34,,,,,,,122.01155370000924,122.01155370000924,123.01126850000583,123.01126850000583,1,[0.00040389999048784375],[0.9962902999977814],-36.85185185185185,0.7972126999957254,1.4300007023848593e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c38.jpeg,matched-c38.jpeg,0,27,27,57,,,,,,,125.66153880000638,125.66153880000638,126.67610900000727,126.67610900000727,2,"[0.00037769999471493065, 0.06336450000526384]","[0.03011819999665022, 0.9632515999983298]",60.0,0.7327789999981178,1.2199991033412516e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c38.jpeg,matched-32-cpi-low-c38.jpeg,0,28,28,87,,,,,,,129.2447114000097,129.2447114000097,130.25752890000877,130.25752890000877,4,"[0.11224590000347234, 0.24225680000381544, 0.428855799997109, 0.545363900004304]","[0.128515200005495, 0.3788244000024861, 0.528681099996902, 0.7621480999951018]",27.037037037037038,0.6172999999980675,1.3999990187585354e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c66.jpeg,matched-32-cpi-low-c66.jpeg,0,29,29,36,,,,,,,132.77800900000148,132.77800900000148,133.77769970000372,133.77769970000372,1,[0.00040330000047106296],[0.9961020000046119],-7.037037037037038,0.647022699995432,1.340000017080456e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c35.jpeg,matched-8-cpi-low-c35.jpeg,0,30,30,69,,,,,,,136.21111630000814,136.21111630000814,137.21103060001042,137.21103060001042,1,[0.6967648999998346],[0.9968699000019114],-11.111111111111114,0.5492365999962203,1.300001167692244e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c35.jpeg,matched-32-cpi-low-c35.jpeg,0,31,31,84,,,,,,,139.96112829999765,139.96112829999765,140.96089310001116,140.96089310001116,1,[0.3800335999985691],[0.9970907000097213],6.481481481481495,0.7138493999955244,1.239999255631119e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c72.jpeg,matched-c72.jpeg,0,32,32,10,,,,,,,143.52767200001108,143.52767200001108,144.54206780000823,144.54206780000823,1,[0.925451899995096],[1.010110999995959],-14.259259259259267,0.3984855000016978,1.3999990187585354e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c16.jpeg,matched-c16.jpeg,0,33,33,49,,,,,,,147.11098589999892,147.11098589999892,148.11075570000685,148.11075570000685,2,"[0.34696560000884347, 0.7798955000034766]","[0.7135058999992907, 0.7967761000036262]",14.259259259259267,0.5807266000047093,1.2799995602108538e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c77.jpeg,matched-32-cpi-low-c77.jpeg,0,34,34,43,,,,,,,150.86090559999866,150.86090559999866,,,1,[0.36238740000408143],[0.9940826000092784],37.03703703703701,0.38315620001230855,1.4200006262399256e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c74.jpeg,matched-c74.jpeg,0,35,35,11,,,,,,,154.26091209999868,154.26091209999868,155.27513790001103,155.27513790001103,5,"[0.0003480999876046553, 0.31288719999429304, 0.3961791999900015, 0.7960648000007495, 0.8629571999917971]","[0.21264089999021962, 0.34622889998718165, 0.44618869999249, 0.8295158999972045, 1.0106620000005933]",-36.66666666666667,1.5995016000088071,1.2600008631125093e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c63.jpeg,matched-8-cpi-low-c63.jpeg,0,36,36,18,,,,,,,158.69421860000875,158.69421860000875,,,1,[0.4470757999952184],[1.0097264000069117],-55.55555555555556,0.36667670001043007,1.2499993317760527e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c12.jpeg,matched-c12.jpeg,0,37,37,47,,,,,,,162.04397710000922,162.04397710000922,163.04445120001037,163.04445120001037,3,"[0.00037209999572951347, 0.396908099995926, 0.9467587999970419]","[0.2800324999989243, 0.8302150999952573, 0.9799065999977756]",-22.037037037037038,0.4313638000021456,1.2600008631125093e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c72.jpeg,matched-32-cpi-low-c72.jpeg,0,38,38,40,,,,,,,165.4272656000103,165.4272656000103,166.43992020000587,166.43992020000587,3,"[0.00033819999953266233, 0.49605899999733083, 0.5792510000028415]","[0.42924280000443105, 0.5289651999919442, 1.0090434000012465]",11.851851851851848,0.3510890999896219,1.2400007108226418e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c64.jpeg,matched-c64.jpeg,0,39,39,4,,,,,,,168.64392440000665,168.64392440000665,169.6583779000066,169.6583779000066,1,[0.34623480000300333],[1.0108880999905523],-68.88888888888889,0.6994148999947356,1.2500007869675756e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c65.jpeg,matched-c65.jpeg,0,40,40,5,,,,,,,172.31031970000186,172.31031970000186,,,1,[0.00048579998838249594],[0.9932743999961531],-86.85185185185185,0.7166332000051625,1.3700002455152571e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c61.jpeg,matched-32-cpi-low-c61.jpeg,0,41,41,32,,,,,,,176.5269793000043,176.5269793000043,177.52648749999935,177.52648749999935,1,[0.5958052999922074],[1.0123171999875922],-100,0.6973648999992292,1.6000005416572094e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c79.jpeg,matched-8-cpi-low-c79.jpeg,0,42,42,29,,,,,,,180.62697320000734,180.62697320000734,181.6265718000068,181.6265718000068,2,"[0.0004383000050438568, 0.09634030000597704]","[0.07960670000466052, 0.996482600006857]",14.074074074074076,0.8462097000010544,1.5300000086426735e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c71.jpeg,matched-c71.jpeg,0,43,43,9,,,,,,,184.39349430000584,184.39349430000584,185.40788800000155,185.40788800000155,1,[0.3792293000005884],[0.8605169999937061],76.2962962962963,0.367573600000469,1.2599994079209864e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c66.jpeg,matched-8-cpi-low-c66.jpeg,0,44,44,21,,,,,,,188.2100827000104,188.2100827000104,189.20982509999885,189.20982509999885,3,"[0.00038649998896289617, 0.31335319999197964, 0.41313059999083634]","[0.06364529998973012, 0.329921500000637, 0.9965915999928256]",-57.03703703703704,0.29755580000346527,1.4599994756281376e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c63.jpeg,matched-c63.jpeg,0,45,45,3,,,,,,,191.42666680000548,191.42666680000548,192.43959809999797,192.43959809999797,3,"[0.029565399992861785, 0.41298929999175016, 0.8461793000024045]","[0.06260469999688212, 0.6462715999950888, 1.0095234000036726]",-30.370370370370367,1.8860562999907415,1.5599987818859518e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c11.jpeg,matched-8-cpi-low-c11.jpeg,0,46,46,61,,,,,,,196.5765121000004,196.5765121000004,,,1,[0.5612056999962078],[1.0109896999929333],-76.48148148148148,0.4156596999964677,1.8399994587525725e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c69.jpeg,matched-c69.jpeg,0,47,47,8,,,,,,,200.22663180000382,200.22663180000382,,,2,"[0.2634297000040533, 0.4132741000066744]","[0.2798508999985643, 1.0113341999967815]",-20.0,0.8838299999915762,1.2599994079209864e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c77.jpeg,matched-c77.jpeg,0,48,48,13,,,,,,,204.10982640000293,204.10982640000293,205.10935530001007,205.10935530001007,1,[0.013453500010655262],[1.0131730000139214],62.22222222222223,0.3629233999963617,1.309999788645655e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c72.jpeg,matched-8-cpi-low-c72.jpeg,0,49,49,25,,,,,,,207.69307280000066,207.69307280000066,208.70729800000845,208.70729800000845,3,"[0.0005532000068342313, 0.19643019999784883, 0.3629138999967836]","[0.06281240000680555, 0.31281740000122227, 1.010674500008463]",64.81481481481481,0.8329599999997299,1.3899989426136017e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c16.jpeg,matched-32-cpi-low-c16.jpeg,0,50,50,79,,,,,,,211.35951999999816,211.35951999999816,212.35919660000945,212.35919660000945,1,[0.00038240000139921904],[0.6964286000002176],38.33333333333334,0.6482469999900786,1.4499993994832039e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c43.jpeg,matched-8-cpi-low-c43.jpeg,0,51,51,66,,,,,,,215.00954939999792,215.00954939999792,216.0094201000029,216.0094201000029,2,"[0.0003960999893024564, 0.41348329999891575]","[0.2967892999877222, 0.696978299994953]",23.703703703703695,1.3305442999990191,1.3699987903237343e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c67.jpeg,matched-32-cpi-low-c67.jpeg,0,52,52,37,,,,,,,219.12608329999784,219.12608329999784,220.12210849999974,220.12210849999974,4,"[0.000454099994385615, 0.4295092999964254, 0.6794644999899901, 0.9627501999930246]","[0.06259049999061972, 0.6629620000021532, 0.9460305999964476, 0.9959187999920687]",34.62962962962962,1.2141265999962343,1.239999255631119e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c14.jpeg,matched-8-cpi-low-c14.jpeg,0,53,53,63,,,,,,,223.1596455000108,223.1596455000108,224.15900220000185,224.15900220000185,1,[0.4618427000095835],[0.9956002000108128],-64.07407407407408,0.38323059999675024,2.269999822601676e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c63.jpeg,matched-32-cpi-low-c63.jpeg,0,54,54,33,,,,,,,226.5925489000074,226.5925489000074,227.59010359999957,227.59010359999957,2,"[0.00046969999675638974, 0.3123600999970222]","[0.296094199991785, 0.9961115999903996]",-43.70370370370371,0.41409700000076555,1.8300008377991617e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c35.jpeg,matched-c35.jpeg,0,55,55,54,,,,,,,230.17581870000868,230.17581870000868,231.17548780000652,231.17548780000652,1,[0.00040210000588558614],[0.9966295000049286],-29.444444444444457,0.6651610999979312,1.5300000086426735e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c36.jpeg,matched-32-cpi-low-c36.jpeg,0,56,56,85,,,,,,,233.67572569999902,233.67572569999902,234.6901316000003,234.6901316000003,1,[0.3631307000032393],[1.0097014999919338],8.518518518518519,0.8343718999967678,1.479999627918005e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c14.jpeg,matched-32-cpi-low-c14.jpeg,0,57,57,78,,,,,,,237.62567510000372,237.62567510000372,238.6254098000063,238.6254098000063,2,"[0.37948960000358056, 0.929533900009119]","[0.6628073000028962, 0.9963133999990532]",-30.185185185185176,0.5963396000006469,1.4199991710484028e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c37.jpeg,matched-c37.jpeg,0,58,58,56,,,,,,,241.17556770000374,241.17556770000374,242.17525939999905,242.17525939999905,1,[0.00036049999471288174],[0.9966139000025578],57.03703703703704,0.5977922999882139,1.4899997040629387e-05,,,UTS,001,2023-04-16_22h21.07.917,trial uncanny,2022.2.5,60.2677212753462,
