Type,Spatial_Frequency,filepath,file_name,robotic_trials.thisRepN,robotic_trials.thisTrialN,robotic_trials.thisN,robotic_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Robotic__Stimuli.started,roi.started,Robotic__Stimuli.stopped,roi.stopped,roi.numLooks,roi.timesOn,roi.timesOff,Likebility_slider_3.response,Likebility_slider_3.rt,ISI_2.started,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c11.jpeg,matched-c11.jpeg,0,61,61,46,,,,,,,259.5933703999617,259.5933703999617,260.591309099982,260.591309099982,1,[0.013467100041452795],[1.0132698000525124],-28.33333333333333,0.566398199996911,1.1800031643360853e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c35.jpeg,matched-c35.jpeg,0,62,62,54,,,,,,,262.9913595999824,262.9913595999824,263.9931973000057,263.9931973000057,1,[0.013531300006434321],[1.013520599983167],14.629629629629633,0.6854946000385098,1.279998105019331e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c42.jpeg,matched-32-cpi-low-c42.jpeg,0,63,63,89,,,,,,,266.44133629999124,266.44133629999124,267.4429975999519,267.4429975999519,1,[0.00045089999912306666],[0.9946213999646716],7.592592592592595,0.4371538999839686,1.2199976481497288e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c37.jpeg,matched-8-cpi-low-c37.jpeg,0,64,64,71,,,,,,,269.9461910999962,269.9461910999962,270.9575824000058,270.9575824000058,1,[0.00041360000614076853],[1.010466500010807],-25.925925925925924,0.21576300001470372,1.260003773495555e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c79.jpeg,matched-c79.jpeg,0,65,65,14,,,,,,,273.00978459999897,273.00978459999897,,,1,[0.011098199989646673],[1.0114354999968782],92.77777777777777,0.6006278999848291,1.3500044587999582e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c74.jpeg,matched-c74.jpeg,0,66,66,11,,,,,,,276.4096627999679,276.4096627999679,277.40788089996204,277.40788089996204,1,[0.0005073999636806548],[0.9965451000025496],14.81481481481481,0.5688653000397608,1.209997572004795e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c17.jpeg,matched-8-cpi-low-c17.jpeg,0,67,67,65,,,,,,,279.72631629998796,279.72631629998796,280.72634170000674,280.72634170000674,1,[0.000380899989977479],[0.9967055000015534],-52.407407407407405,0.39985669997986406,1.2299977242946625e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c63.jpeg,matched-c63.jpeg,0,68,68,3,,,,,,,282.92618239996955,282.92618239996955,,,1,[0.013735499989707023],[1.0114299000124447],-6.666666666666671,0.6504827999742702,1.3699987903237343e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c69.jpeg,matched-8-cpi-low-c69.jpeg,0,69,69,23,,,,,,,286.39070069999434,286.39070069999434,287.39076609996846,287.39076609996846,1,[0.0004979000077582896],[0.9970691000344232],-23.70370370370371,0.48661229998106137,1.580000389367342e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c67.jpeg,matched-32-cpi-low-c67.jpeg,0,70,70,37,,,,,,,289.6427467999747,289.6427467999747,290.6591637999518,290.6591637999518,1,[0.0003513999981805682],[1.0117953000008129],-30.740740740740733,0.584124899993185,1.1699972674250603e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c58.jpeg,matched-32-cpi-low-c58.jpeg,0,71,71,31,,,,,,,293.0077367000049,293.0077367000049,294.0093275999534,294.0093275999534,1,[0.013268300041090697],[1.0115048000006936],-52.407407407407405,0.35087929997825995,1.1899974197149277e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c74.jpeg,matched-8-cpi-low-c74.jpeg,0,72,72,26,,,,,,,296.1591855000006,296.1591855000006,,,1,[0.0005044999998062849],[0.9947124000173062],23.888888888888886,0.5673020000103861,1.2299977242946625e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c43.jpeg,matched-8-cpi-low-c43.jpeg,0,73,73,66,,,,,,,299.9757575999829,299.9757575999829,300.97370519995457,300.97370519995457,1,[0.013444999989587814],[1.0134907999890856],-22.407407407407405,0.9493142000283115,1.2200034689158201e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c67.jpeg,matched-8-cpi-low-c67.jpeg,0,74,74,22,,,,,,,303.77569419995416,303.77569419995416,,,1,[0.015301900042686611],[1.013292400049977],13.888888888888886,0.73693989997264,1.4299992471933365e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c41.jpeg,matched-c41.jpeg,0,75,75,58,,,,,,,307.35889959998894,307.35889959998894,308.3572156999726,308.3572156999726,1,[0.013686800026334822],[1.013397399976384],-44.62962962962963,0.3642857999657281,1.2200034689158201e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c58.jpeg,matched-c58.jpeg,0,76,76,1,,,,,,,310.5255005999934,310.5255005999934,311.52585539995926,311.52585539995926,1,[0.0135094000142999],[1.0134296000469476],27.592592592592595,0.9029984999797307,1.3800046872347593e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c65.jpeg,matched-32-cpi-low-c65.jpeg,0,77,77,35,,,,,,,314.20885179995093,314.20885179995093,315.20884709997335,315.20884709997335,1,[0.01132240000879392],[1.0127722000470385],19.814814814814824,0.666507999994792,1.290004001930356e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c14.jpeg,matched-c14.jpeg,0,78,78,48,,,,,,,317.65888810000615,317.65888810000615,318.65893699997105,318.65893699997105,1,[0.013083000027108938],[1.0129083000356331],-27.037037037037038,0.9700625999830663,1.4399993233382702e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c65.jpeg,matched-8-cpi-low-c65.jpeg,0,79,79,20,,,,,,,321.44003919995157,321.44003919995157,322.4399748999858,322.4399748999858,1,[0.00033140002051368356],[0.9966467000194825],27.40740740740742,0.6328607000177726,1.2000033166259527e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c36.jpeg,matched-32-cpi-low-c36.jpeg,0,80,80,85,,,,,,,324.82524189999094,324.82524189999094,325.82314979995135,325.82314979995135,1,[0.013379500014707446],[1.0137952000368387],-36.85185185185185,0.38245570001890883,1.1999974958598614e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c69.jpeg,matched-32-cpi-low-c69.jpeg,0,81,81,38,,,,,,,327.9918086999678,327.9918086999678,328.9916738999891,328.9916738999891,1,[0.0003969999961555004],[0.9963276000344194],24.814814814814824,0.8023164000478573,1.2399978004395962e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c66.jpeg,matched-8-cpi-low-c66.jpeg,0,82,82,21,,,,,,,331.6584835999529,331.6584835999529,,,1,[0.0003195999888703227],[0.9953697000164539],31.481481481481495,0.5502043000306003,1.610000617802143e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c33.jpeg,matched-c33.jpeg,0,83,83,53,,,,,,,335.09161899995524,335.09161899995524,336.0916035999544,336.0916035999544,1,[0.0004056000034324825],[0.9961053000297397],11.666666666666671,0.6861421999637969,1.5400000847876072e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c66.jpeg,matched-32-cpi-low-c66.jpeg,0,84,84,36,,,,,,,338.50820639997255,338.50820639997255,339.50810829998227,339.50810829998227,1,[0.0005095000378787518],[0.9964028000249527],40.0,0.5357419999781996,1.3300043065100908e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c33.jpeg,matched-8-cpi-low-c33.jpeg,0,85,85,68,,,,,,,341.84166819998063,341.84166819998063,342.8392292999779,342.8392292999779,1,[0.013476100051775575],[1.0132205000263639],-36.29629629629629,0.3155274000018835,1.3100041542202234e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c72.jpeg,matched-32-cpi-low-c72.jpeg,0,86,86,40,,,,,,,345.29138809995493,345.29138809995493,,,1,[0.00035630003549158573],[0.9948109000106342],15.370370370370367,0.8313782999757677,1.699995482340455e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c14.jpeg,matched-8-cpi-low-c14.jpeg,0,87,87,63,,,,,,,348.8747362999711,348.8747362999711,349.87448889994994,349.87448889994994,1,[0.0003580999909900129],[0.9969904000172392],9.444444444444457,0.5495750000118278,1.8200022168457508e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c71.jpeg,matched-32-cpi-low-c71.jpeg,0,88,88,39,,,,,,,352.15786380000645,352.15786380000645,353.15773179999087,353.15773179999087,1,[0.00041579996468499303],[0.996455899963621],19.259259259259267,0.39935140003217384,1.2400036212056875e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c48.jpeg,matched-c48.jpeg,0,89,89,0,,,,,,,355.3744490999961,355.3744490999961,,,2,"[0.00046880001900717616, 0.846657200017944]","[0.8131379000260495, 0.9946539000375196]",-36.66666666666667,0.3667769000167027,1.1499971151351929e-05,,,TEP,001,2023-05-06_17h27.21.173,trial uncanny,2022.2.5,60.065327050663456,
,,,,,,,,,,,,,,,,,,,,,,,,0.015410799998790026,1.0291447999770753,,,,,,,
