Type,Spatial_Frequency,filepath,file_name,robotic_trials.thisRepN,robotic_trials.thisTrialN,robotic_trials.thisN,robotic_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Robotic__Stimuli.started,roi.started,roi.numLooks,roi.timesOn,roi.timesOff,M_H_likeness_slider.response,M_H_likeness_slider.rt,ISI_2.started,Robotic__Stimuli.stopped,roi.stopped,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c71.jpeg,matched-c71.jpeg,0,65,65,9,,,,,,,320.86107340012677,320.86107340012677,1,[0.00885280012153089],[1.008706800173968],54.907407407407405,1.1519639999605715,1.3599870726466179e-05,321.8609845000319,321.8609845000319,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c42.jpeg,matched-32-cpi-low-c42.jpeg,0,66,66,89,,,,,,,324.8944244000595,324.8944244000595,1,[0.0004110999871045351],[0.9922786999959499],2.870370370370373,0.4702135000843555,1.2600095942616463e-05,325.89648560015485,325.89648560015485,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c27.jpeg,matched-c27.jpeg,0,67,67,52,,,,,,,328.59718320006505,328.59718320006505,1,[0.00039970013312995434],[0.9927928000688553],17.314814814814817,0.36564920004457235,1.3600103557109833e-05,329.59698450006545,329.59698450006545,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c72.jpeg,matched-c72.jpeg,0,68,68,10,,,,,,,332.21088340017013,332.21088340017013,1,[0.0005153999663889408],[0.9899323999416083],44.53703703703704,1.1494632000103593,2.369983121752739e-05,333.2131042999681,333.2131042999681,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c79.jpeg,matched-c79.jpeg,0,69,69,14,,,,,,,336.6632302000653,336.6632302000653,1,[0.0007631999906152487],[0.9924385000485927],50.92592592592593,1.7146604999434203,1.2499978765845299e-05,337.66315200016834,337.66315200016834,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c71.jpeg,matched-8-cpi-low-c71.jpeg,0,70,70,24,,,,,,,341.2963423000183,341.2963423000183,1,[0.008258800022304058],[1.0085704999510199],28.888888888888886,0.39485869999043643,1.7700018361210823e-05,,,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c37.jpeg,matched-32-cpi-low-c37.jpeg,0,71,71,86,,,,,,,344.5130150001496,344.5130150001496,1,[0.006280400091782212],[1.0058808999601752],14.814814814814813,0.2812463999725878,1.3400102034211159e-05,345.5130968999583,345.5130968999583,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c69.jpeg,matched-32-cpi-low-c69.jpeg,0,72,72,38,,,,,,,347.66610909998417,347.66610909998417,1,[0.022886899998411536],[1.0175530000124127],45.27777777777778,1.0504224000032991,1.4200108125805855e-05,,,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c37.jpeg,matched-8-cpi-low-c37.jpeg,0,73,73,71,,,,,,,351.5273941999767,351.5273941999767,1,[0.00041619990952312946],[0.995634299935773],18.98148148148148,0.48064560000784695,1.2799864634871483e-05,352.52737600007094,352.52737600007094,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c43.jpeg,matched-32-cpi-low-c43.jpeg,0,74,74,81,,,,,,,354.86307990015484,354.86307990015484,1,[0.007851000176742673],[1.0082737000193447],22.77777777777778,0.8143112000543624,1.2699980288743973e-05,,,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c12.jpeg,matched-c12.jpeg,0,75,75,47,,,,,,,358.5104427000042,358.5104427000042,1,[0.007136799860745668],[1.007200499996543],12.5,0.5158424000255764,1.2400094419717789e-05,359.5104945001658,359.5104945001658,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c36.jpeg,matched-8-cpi-low-c36.jpeg,0,76,76,70,,,,,,,361.9126266001258,361.9126266001258,1,[0.013678699964657426],[0.9949348999653012],4.351851851851851,0.33159830002114177,1.4199875295162201e-05,,,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c67.jpeg,matched-8-cpi-low-c67.jpeg,0,77,77,22,,,,,,,365.3939569001086,365.3939569001086,1,[0.01000349991954863],[1.0100841999519616],34.81481481481482,2.7174879000522196,1.3999873772263527e-05,366.3958852000069,366.3958852000069,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c43.jpeg,matched-8-cpi-low-c43.jpeg,0,78,78,66,,,,,,,372.87696290016174,372.87696290016174,1,[0.012404900044202805],[1.0108870000112802],11.11111111111111,0.6072490999940783,1.4200108125805855e-05,373.87919360003434,373.87919360003434,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c41.jpeg,matched-c41.jpeg,0,79,79,58,,,,,,,376.39584140013903,376.39584140013903,1,[0.0004314999096095562],[1.0076673000585288],29.259259259259263,0.6640911002177745,1.5900004655122757e-05,377.40993940015323,377.40993940015323,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c33.jpeg,matched-8-cpi-low-c33.jpeg,0,80,80,68,,,,,,,380.4319564001635,380.4319564001635,1,[0.00045359996147453785],[1.0080816999543458],11.666666666666664,0.5487983000930399,1.3400102034211159e-05,381.44579370017163,381.44579370017163,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c14.jpeg,matched-c14.jpeg,0,81,81,48,,,,,,,383.86000800016336,383.86000800016336,1,[0.0004755000118166208],[0.9926052999217063],10.185185185185187,0.5333608000073582,1.4499993994832039e-05,384.86212150007486,384.86212150007486,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c76.jpeg,matched-8-cpi-low-c76.jpeg,0,82,82,27,,,,,,,387.35977300000377,387.35977300000377,1,[0.010326700052246451],[1.0096789000090212],38.148148148148145,0.582666700007394,1.95999164134264e-05,388.35965310013853,388.35965310013853,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c12.jpeg,matched-32-cpi-low-c12.jpeg,0,83,83,77,,,,,,,390.8287700000219,390.8287700000219,1,[0.009446999989449978],[1.0074440999887884],11.388888888888888,0.31515249982476234,1.3699987903237343e-05,,,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c79.jpeg,matched-8-cpi-low-c79.jpeg,0,84,84,29,,,,,,,394.00964320008643,394.00964320008643,1,[0.00774869997985661],[0.9931240000296384],18.88888888888889,0.3168994002044201,1.3599870726466179e-05,,,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c64.jpeg,matched-c64.jpeg,0,85,85,4,,,,,,,397.1450813000556,397.1450813000556,1,[0.006965799955651164],[1.006687399931252],2.962962962962962,0.5341095000039786,1.5099998563528061e-05,,,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c17.jpeg,matched-32-cpi-low-c17.jpeg,0,86,86,80,,,,,,,401.0444836001843,401.0444836001843,1,[0.00037390016950666904],[0.9898620001040399],18.51851851851852,0.48066819994710386,1.309998333454132e-05,402.04292570007965,402.04292570007965,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c27.jpeg,matched-8-cpi-low-c27.jpeg,0,87,87,67,,,,,,,404.3449709000997,404.3449709000997,1,[0.0005602999590337276],[0.9943014997988939],24.907407407407405,0.6994712001178414,1.6600126400589943e-05,405.3428670000285,405.3428670000285,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c36.jpeg,matched-32-cpi-low-c36.jpeg,0,88,88,85,,,,,,,407.9427985001821,407.9427985001821,1,[0.009789600037038326],[1.0098106998484582],22.499999999999996,0.4183459999039769,1.4400109648704529e-05,408.94260870013386,408.94260870013386,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c64.jpeg,matched-32-cpi-low-c64.jpeg,0,89,89,34,,,,,,,411.4614997000899,411.4614997000899,1,[0.01021560002118349],[1.0104195000603795],16.85185185185185,1.3304911002051085,1.3599870726466179e-05,412.45934110018425,412.45934110018425,,,P14,001,2023-04-14_15h50.48.561,trial uncanny,2022.2.5,60.139198141765,
,,,,,,,,,,,,,,,,,,,,,,,,0.01760879997164011,1.0177761998493224,,,,,,,
