1.4565 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
72.3658 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E117B8C220>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E11809F8E0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
72.3658 	EXP 	window1: mouseVisible = True
72.3659 	EXP 	window1: mouseVisible = False
72.3659 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
72.3659 	EXP 	window1: recordFrameIntervals = False
72.5326 	EXP 	window1: recordFrameIntervals = True
72.8015 	EXP 	Screen (0) actual frame rate measured at 59.11Hz
72.8015 	EXP 	window1: recordFrameIntervals = False
74.8825 	EXP 	Created instruction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruction', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='PRESS SPACE BAR TO PROCEED TO EXPERIMENT ', units='height', win=Window(...), wrapWidth=1)
74.8852 	EXP 	Created Fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([ 1, -1, -1]), lineColorSpace='rgb', lineRGB=array([ 1, -1, -1]), lineWidth=1.0, name='Fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
74.8928 	EXP 	Created Robotic__Stimuli = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Robotic__Stimuli', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
74.8938 	EXP 	Created roi = ROI(__class__=<class 'psychopy.visual.roi.ROI'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([ 1, -1, -1]), fillColorSpace='rgb', fillRGB=array([ 1, -1, -1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='roi', opacity=0.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
74.8990 	EXP 	window1: mouseVisible = True
74.9498 	EXP 	Created Likebility_slider_3 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Least', 'Most'], lineColor=None, markerColor=None, name='Likebility_slider_3', opacity=None, ori=0.0, pos=array([ 0. , -0.1]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=0.0, style='slider', styleTweaks=[], ticks=array([-100,  100]), units='height', win=Window(...))
74.9504 	EXP 	Created ratingText_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ratingText_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
74.9599 	EXP 	Created instruct_Likeability = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruct_Likeability', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Rate the Likeability', units='height', win=Window(...), wrapWidth=1)
74.9778 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='Button_Image.png', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1.0, ori=0.0, pos=array([ 0.49, -0.43]), size=array([0.33 , 0.106]), texRes=128.0, units='height', win=Window(...))
74.9780 	EXP 	window1: mouseVisible = True
74.9820 	EXP 	Created calibrationTarget = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2.0, name='calibrationTarget', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0., 0.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
74.9862 	EXP 	Created calibrationTargetInner = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([-1.        ,  0.00392157, -1.        ]), fillColorSpace='rgb', fillRGB=array([-1.        ,  0.00392157, -1.        ]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2.0, name='calibrationTargetInner', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0., 0.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
85.3582 	EXP 	Likebility_slider_3: autoLog = True
85.3582 	EXP 	Likebility_slider_3: markerPos = 0.0
85.3582 	EXP 	Likebility_slider_3: styleTweaks = []
85.3582 	EXP 	Likebility_slider_3: styleTweaks = []
85.3582 	EXP 	Likebility_slider_3: styleTweaks = []
85.3582 	EXP 	Likebility_slider_3: styleTweaks = []
85.3582 	EXP 	Likebility_slider_3: contrast = 1.0
85.3582 	EXP 	Likebility_slider_3: autoLog = True
85.3662 	EXP 	instruction: autoDraw = True
87.2173 	DATA 	Keypress: space
87.2325 	EXP 	eyetracker.clearEvents()
87.2332 	EXP 	eyetracker.setRecordingState(True)
87.2380 	EXP 	Imported Robotic_stimuli File.csv as conditions, 90 conditions, 4 params
87.2386 	EXP 	Created sequence: random, trialTypes=90, nReps=1, seed=None
87.2388 	EXP 	New trial (rep=0, index=0): OrderedDict([('Type', 'Humanoid'), ('Spatial_Frequency', 'HSF'), ('filepath', 'Stimuli For Psychopy\\Robotic\\matched-32-cpi-low-c71.jpeg'), ('file_name', 'matched-32-cpi-low-c71.jpeg')])
87.2487 	EXP 	instruction: autoDraw = False
87.2487 	EXP 	Fixation: autoDraw = True
88.2546 	EXP 	Fixation: autoDraw = False
88.2546 	EXP 	Robotic__Stimuli: image = 'Stimuli For Psychopy\\Robotic\\matched-32-cpi-low-c71.jpeg'
88.2546 	EXP 	Robotic__Stimuli: autoDraw = True
89.2648 	EXP 	Robotic__Stimuli: autoDraw = False
89.2648 	EXP 	roi: autoDraw = False
89.2648 	EXP 	Likebility_slider_3: markerPos = None
89.2648 	EXP 	Likebility_slider_3: markerPos = 0.0
89.2648 	EXP 	Likebility_slider_3: autoDraw = True
89.2648 	EXP 	ratingText_3: autoDraw = True
89.2648 	EXP 	instruct_Likeability: autoDraw = True
90.0354 	DATA 	Mouse: Left button down, pos=(1026,445)
90.0650 	EXP 	Likebility_slider_3: markerPos = 12.222222222222229
90.0821 	EXP 	Likebility_slider_3: markerPos = 12.222222222222229
90.0832 	DATA 	Mouse:  Left button up, pos=(1026,445)
90.0967 	EXP 	Likebility_slider_3: markerPos = 12.222222222222229
90.1151 	EXP 	image_3: autoDraw = True
90.7181 	DATA 	Mouse: Left button down, pos=(1460,18)
90.7510 	DATA 	Mouse:  Left button up, pos=(1460,18)
91.0339 	DATA 	Mouse: Left button down, pos=(1456,41)
91.0478 	EXP 	window1: recordFrameIntervals = False
91.0645 	EXP 	Likebility_slider_3: autoDraw = False
91.0645 	EXP 	ratingText_3: autoDraw = False
91.0645 	EXP 	instruct_Likeability: autoDraw = False
91.0645 	EXP 	image_3: autoDraw = False
91.0647 	EXP 	window1: recordFrameIntervals = False
91.3319 	DATA 	Mouse:  Left button up, pos=(1456,41)
