Type,Spatial_Frequency,filepath,file_name,robotic_trials.thisRepN,robotic_trials.thisTrialN,robotic_trials.thisN,robotic_trials.thisIndex,instruction.started,key_resp.started,key_resp.keys,key_resp.rt,etRecord.started,etRecord.stopped,Robotic__Stimuli.started,roi.started,roi.numLooks,roi.timesOn,roi.timesOff,Likebility_slider_3.response,Likebility_slider_3.rt,ISI_2.started,Robotic__Stimuli.stopped,roi.stopped,etRecord_2.started,etRecord_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c72.jpeg,matched-32-cpi-low-c72.jpeg,0,55,55,40,,,,,,,301.2753870000015,301.2753870000015,1,[0.0004972999886376783],[0.9924408999941079],6.481481481481495,0.8483985000057146,1.5199999324977398e-05,302.27679949998856,302.27679949998856,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c64.jpeg,matched-8-cpi-low-c64.jpeg,0,56,56,19,,,,,,,305.09177849999105,305.09177849999105,2,"[0.008914100006222725, 0.32754270000441466]","[0.3092445000074804, 1.0090666000032797]",-11.111111111111114,1.4658116000064183,1.479999627918005e-05,306.09166939998977,306.09166939998977,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c64.jpeg,matched-32-cpi-low-c64.jpeg,0,57,57,34,,,,,,,309.6601321999915,309.6601321999915,1,[0.010403299995232373],[1.010705799999414],-17.962962962962962,1.1138001999934204,1.3900003978051245e-05,310.6584731999901,310.6584731999901,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c67.jpeg,matched-8-cpi-low-c67.jpeg,0,58,58,22,,,,,,,314.64383069999167,314.64383069999167,1,[0.000949399996898137],[0.9900500000076136],15.555555555555543,0.5973850000009406,1.2300006346777081e-05,315.6432316999999,315.6432316999999,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c41.jpeg,matched-c41.jpeg,0,59,59,58,,,,,,,318.32659139999305,318.32659139999305,4,"[0.008771599997999147, 0.6101750999951037, 0.8270611000043573, 0.8918353999906685]","[0.5603784999984782, 0.8103551999956835, 0.8603216000046814, 1.010625800001435]",27.222222222222214,0.5511568000074476,1.2100004823878407e-05,319.32654860000184,319.32654860000184,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c72.jpeg,matched-8-cpi-low-c72.jpeg,0,60,60,25,,,,,,,321.8914872999885,321.8914872999885,1,[0.3749595999979647],[0.9919339999905787],4.8148148148148096,0.8855444000073476,1.3199998647905886e-05,322.8913606999995,322.8913606999995,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c65.jpeg,matched-32-cpi-low-c65.jpeg,0,61,61,35,,,,,,,325.7433161999943,325.7433161999943,4,"[0.010599899993394502, 0.19404950000171084, 0.24396859999978915, 0.8773197999980766]","[0.16051180000067689, 0.2107211999973515, 0.7947235000028741, 0.9966230999998515]",-15.925925925925924,0.4812736000021687,1.2400007108226418e-05,,,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c76.jpeg,matched-32-cpi-low-c76.jpeg,0,62,62,42,,,,,,,329.2933781999891,329.2933781999891,1,[0.008983200008515269],[1.0089511999976821],1.6666666666666572,2.2356594000011683,1.3299999409355223e-05,330.29158299999835,330.29158299999835,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c77.jpeg,matched-c77.jpeg,0,63,63,13,,,,,,,334.69135879998794,334.69135879998794,1,[0.0006710000016028062],[0.9928339000034612],41.296296296296305,1.165575599996373,1.2999997125007212e-05,335.69299409999803,335.69299409999803,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c71.jpeg,matched-8-cpi-low-c71.jpeg,0,64,64,24,,,,,,,338.8929888999992,338.8929888999992,1,[0.0005483999993884936],[0.9100963999953819],39.81481481481481,0.533575599998585,1.2699994840659201e-05,339.89105759999075,339.89105759999075,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c43.jpeg,matched-8-cpi-low-c43.jpeg,0,65,65,66,,,,,,,342.49113619999844,342.49113619999844,1,[0.0003645999968284741],[0.9778061999968486],50.55555555555554,0.7481215000007069,1.3699987903237343e-05,,,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c61.jpeg,matched-32-cpi-low-c61.jpeg,0,66,66,32,,,,,,,346.2760441999999,346.2760441999999,2,"[0.009002199993119575, 0.84213199999067]","[0.6588321000017459, 1.0079882999998517]",-16.666666666666657,0.4819826000020839,1.4700010069645941e-05,347.2926470999955,347.2926470999955,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c11.jpeg,matched-32-cpi-low-c11.jpeg,0,67,67,76,,,,,,,349.77416239999,349.77416239999,1,[0.0004771999956574291],[0.9904884999996284],-51.66666666666667,0.6002357999968808,1.4899997040629387e-05,350.77426079999714,350.77426079999714,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c27.jpeg,matched-8-cpi-low-c27.jpeg,0,68,68,67,,,,,,,353.7593576999934,353.7593576999934,1,[0.0005246999935479835],[0.9949043999949936],-37.4074074074074,0.5618102000007639,1.3299999409355223e-05,354.761130999992,354.761130999992,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c69.jpeg,matched-c69.jpeg,0,69,69,8,,,,,,,357.37636109998857,357.37636109998857,1,[0.0007175999926403165],[0.9577835999953095],13.333333333333329,0.9162761999905342,1.5400000847876072e-05,358.37566159998823,358.37566159998823,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c43.jpeg,matched-32-cpi-low-c43.jpeg,0,70,70,81,,,,,,,361.5090244999883,361.5090244999883,5,"[0.0004681999998865649, 0.17583079999894835, 0.6090992000099504, 0.8575093000108609, 0.9079204000008758]","[0.12565610000456218, 0.5410380000103032, 0.8258551000035368, 0.8764182000013534, 0.9256242000119528]",32.22222222222223,0.98307040000509,1.6000005416572094e-05,362.5071835999988,362.5071835999988,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c12.jpeg,matched-8-cpi-low-c12.jpeg,0,71,71,62,,,,,,,365.4904180000012,365.4904180000012,1,[0.0006236000044737011],[0.6764661000052001],2.037037037037038,0.582666699992842,1.2699994840659201e-05,366.4924953000009,366.4924953000009,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c48.jpeg,matched-c48.jpeg,0,72,72,0,,,,,,,369.1906489999965,369.1906489999965,2,"[0.00046440000005532056, 0.9088542999961646]","[0.8253753000026336, 0.9905575000011595]",-18.888888888888886,0.4157365999999456,1.3600001693703234e-05,370.19054999999935,370.19054999999935,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c41.jpeg,matched-32-cpi-low-c41.jpeg,0,73,73,88,,,,,,,372.55908700000145,372.55908700000145,1,[0.0005356000037863851],[0.9785199000034481],-0.9259259259259238,1.3647109000012279,1.3299999409355223e-05,,,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c33.jpeg,matched-c33.jpeg,0,74,74,53,,,,,,,377.12379379999766,377.12379379999766,1,[0.008581700007198378],[0.7753598999988753],37.03703703703701,0.5815079000021797,1.2900010915473104e-05,378.1236913999892,378.1236913999892,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c72.jpeg,matched-c72.jpeg,0,75,75,10,,,,,,,380.75680449999345,380.75680449999345,1,[0.0003961000038543716],[0.7907514999969862],22.962962962962962,0.61469109999598,1.3199998647905886e-05,381.7584294999979,381.7584294999979,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c76.jpeg,matched-8-cpi-low-c76.jpeg,0,76,76,27,,,,,,,384.37345529999584,384.37345529999584,1,[0.0004437999887159094],[0.9927089999982854],-7.7777777777777715,0.7807324000023073,1.3999990187585354e-05,385.3750813999941,385.3750813999941,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c16.jpeg,matched-32-cpi-low-c16.jpeg,0,77,77,79,,,,,,,388.1066542999906,388.1066542999906,5,"[0.008965300003183074, 0.7108689000015147, 0.7609142000001157, 0.8607839000032982, 0.9256052999990061]","[0.6107871999993222, 0.7441016999946442, 0.8440074999962235, 0.8774300999939442, 0.9944445000000997]",-30.740740740740733,0.7151892999972915,1.589999010320753e-05,,,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c67.jpeg,matched-c67.jpeg,0,78,78,7,,,,,,,391.82361479999963,391.82361479999963,2,"[0.009866499996860512, 0.4760787999985041]","[0.3094948000070872, 1.0077002000034554]",4.8148148148148096,1.6831547000037972,1.3700002455152571e-05,392.824970799993,392.824970799993,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c42.jpeg,matched-c42.jpeg,0,79,79,59,,,,,,,396.59154929999204,396.59154929999204,1,[0.0004301000008126721],[1.007342900004005],22.22222222222223,0.6853439000115031,1.4300007023848593e-05,397.6065855999914,397.6065855999914,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c48.jpeg,matched-8-cpi-low-c48.jpeg,0,80,80,15,,,,,,,400.50682419999794,400.50682419999794,1,[0.010900499997660518],[1.0106897999939974],-11.111111111111114,1.3145714000129374,1.340000017080456e-05,401.50651300000027,401.50651300000027,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c65.jpeg,matched-c65.jpeg,0,81,81,5,,,,,,,404.7728261000011,404.7728261000011,1,[0.00047220000124070793],[0.9922411000006832],-11.851851851851848,1.2995422999956645,1.3600001693703234e-05,405.77460489999794,405.77460489999794,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,BSF,Stimuli For Psychopy\Robotic\matched-c74.jpeg,matched-c74.jpeg,0,82,82,11,,,,,,,409.02310019999277,409.02310019999277,1,[0.00042359999497421086],[0.9921125999971991],5.925925925925938,1.0149222999898484,1.3199998647905886e-05,410.02474199999415,410.02474199999415,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c17.jpeg,matched-c17.jpeg,0,83,83,50,,,,,,,412.9728821999888,412.9728821999888,2,"[0.0004558000073302537, 0.8272275000053924]","[0.8094621000054758, 0.9921698000107426]",8.703703703703695,0.7994820000021718,1.3800003216601908e-05,413.97296970000025,413.97296970000025,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,BSF,Stimuli For Psychopy\Robotic\matched-c16.jpeg,matched-c16.jpeg,0,84,84,49,,,,,,,416.7414420999994,416.7414420999994,1,[0.00039069999183993787],[0.99282129999483],10.370370370370367,1.1481553000048734,1.2599994079209864e-05,417.74138349998975,417.74138349998975,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c11.jpeg,matched-8-cpi-low-c11.jpeg,0,85,85,61,,,,,,,420.88931899999443,420.88931899999443,2,"[0.0005680999893229455, 0.8924727999983588]","[0.8429474999866216, 0.9093020999862347]",6.2962962962962905,1.3649073999986285,1.2300006346777081e-05,,,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c35.jpeg,matched-8-cpi-low-c35.jpeg,0,86,86,69,,,,,,,425.2745036999986,425.2745036999986,1,[0.00035519999801181257],[0.9930306000023847],14.444444444444443,0.9831919999996899,1.309999788645655e-05,426.2743769999943,426.2743769999943,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c66.jpeg,matched-8-cpi-low-c66.jpeg,0,87,87,21,,,,,,,429.2741615999985,429.2741615999985,1,[0.00044249999336898327],[0.994335499999579],-13.888888888888886,0.5493774000060512,1.4200006262399256e-05,430.27263929999026,430.27263929999026,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Humanoid,LSF,Stimuli For Psychopy\Robotic\matched-8-cpi-low-c74.jpeg,matched-8-cpi-low-c74.jpeg,0,88,88,26,,,,,,,432.77417140000034,432.77417140000034,2,"[0.008798800001386553, 0.19206069999199826]","[0.17532539999228902, 1.0087683000019751]",7.037037037037038,0.7185624999983702,1.5000012353993952e-05,433.7723421999981,433.7723421999981,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
Mechanical,HSF,Stimuli For Psychopy\Robotic\matched-32-cpi-low-c36.jpeg,matched-32-cpi-low-c36.jpeg,0,89,89,85,,,,,,,436.40546979999635,436.40546979999635,2,"[0.0004563999973470345, 0.6753407999931369]","[0.6257313999958569, 0.9928005999972811]",-29.81481481481481,0.46612070000264794,1.5099998563528061e-05,437.407686999999,437.407686999999,,,VYV,001,2023-04-16_21h50.01.102,trial uncanny,2022.2.5,59.10644065100967,
,,,,,,,,,,,,,,,,,,,,,,,,0.00025630000163801014,1.0001975000050152,,,,,,,
